X1	X2	X3	X4	X5	X6	X7	X8	X9	X10
-1.513692	-4.661303	-5.113969	-4.114092	-2.409766	-7.742204	-4.887851	-2.601740	-3.994855	-6.288187
-0.641779	-3.869563	-4.591595	-3.217377	-2.207673	-5.823999	-2.409134	-2.197561	-3.802856	-2.571978
-0.025269	-2.305926	-0.823459	-0.938105	-1.349560	0.333300	1.549760	-4.616139	-4.471348	3.086939
-2.267262	0.947407	-0.807064	-0.492177	-4.701528	0.087789	1.235529	-2.967076	-0.051730	1.149461
-0.928658	-0.153566	-1.528709	-2.424596	-3.141280	-0.027432	-1.249829	-0.081672	-2.363705	-0.285513
-1.782060	1.125454	0.924803	-0.923761	0.298184	-1.735866	-2.757714	-1.916728	-1.392672	-3.791085
0.423331	-0.105434	-2.778728	-2.499073	-0.818639	-4.420115	-1.801229	-1.354047	-2.118433	-4.677757
-0.657585	-1.794731	-2.279005	-3.346334	-1.103749	-4.770280	-1.394075	-4.333128	-2.950189	-5.244829
-0.889509	1.288863	-1.818028	-0.987844	-0.287450	-4.433364	2.120046	-3.095673	-1.304441	1.627195
-1.336144	2.575344	-0.219199	0.625195	-1.223142	0.056532	3.893633	-0.563883	0.709311	1.191216
-3.127090	1.858414	0.597381	4.585883	1.315474	0.000406	1.840584	-0.996659	-0.449735	0.801930
0.184552	2.498671	0.718211	4.014219	0.082995	1.946057	1.363497	1.622797	2.200521	1.989837
0.435081	2.530614	2.621190	3.905902	1.387920	1.316182	-0.445328	0.636885	3.300977	1.204836
-0.781004	1.654741	0.639617	2.383331	0.011648	3.398680	-1.805294	3.333904	2.105932	1.086124
1.640194	1.978853	1.708790	-0.369794	0.478276	2.369950	-3.636902	3.414852	1.845087	0.842601
1.447576	-0.632253	-1.068992	0.576725	-1.030596	1.291389	-3.487152	1.432229	2.089539	-1.315736
1.086941	0.092624	0.538671	-1.240812	-0.546170	1.906297	-0.301047	2.833834	3.212888	1.070514
-1.410314	2.960982	2.781178	1.428193	0.422853	1.083371	2.347712	4.244964	3.105832	2.081048
0.349311	4.081822	3.455426	2.331040	0.165870	1.584011	3.900025	1.333720	4.178472	2.216464
0.301914	1.588341	1.407516	3.708829	1.279582	3.083614	1.441589	1.524800	5.190806	0.742863
-1.479004	0.092739	1.527947	3.026058	0.898185	0.098480	0.847603	3.051604	1.595333	-0.505058
-0.673546	-3.518485	-0.718083	-0.451773	0.464179	0.658106	-3.537333	-0.271170	2.338652	-0.071099
-1.886013	-9.150331	-2.323375	-2.228265	-1.850038	-1.319608	-4.147821	-1.879423	-2.054338	-3.761262
-1.150105	-8.602999	-2.341828	-2.871719	0.256133	-0.731764	-1.436261	-3.636456	-3.276237	-1.256048
-1.485924	-1.369991	-2.614645	-1.624735	3.213990	0.092737	1.039344	-3.155670	-2.082546	0.694542
-1.369570	-1.178708	-0.152126	-1.923214	2.916933	2.513894	2.252594	-5.516266	-4.752568	0.352807
-2.295646	-0.427149	-0.426371	-0.291558	1.466859	1.556604	4.404687	-3.355245	-4.560001	2.198646
0.910048	1.201285	-0.334082	0.409634	-1.277232	2.298868	4.230024	2.343292	-1.430848	3.934458
2.825512	0.481893	-0.352959	-0.885539	-1.247043	1.904784	2.328402	1.455245	-1.317809	3.159542
0.550643	1.552975	2.503097	-1.565679	-1.484473	0.682250	2.444622	-0.023189	-0.318885	3.931097
0.671041	1.003830	1.682286	-0.956785	-4.233425	1.192367	1.318481	-1.947709	-0.181177	1.642622
-0.634895	-3.329042	1.229606	-2.268758	-1.333600	-4.032769	2.156079	-4.022618	-1.839685	-1.001884
0.297633	-0.985642	1.931858	-1.393599	-1.948300	-2.480257	-0.147984	-1.199215	-0.353212	-1.342022
-0.901974	0.326931	2.412040	0.072192	2.509775	1.121102	-0.871010	-0.164003	-1.846057	-2.509892
1.125981	2.799775	1.266052	0.523613	1.903024	0.329905	-1.431800	1.104919	1.167978	2.066405
0.323797	2.784091	0.979593	1.733064	2.905845	2.149254	-0.571853	2.112749	2.738893	1.526467
3.540074	2.462878	-0.142636	2.014546	2.240836	1.981746	0.380928	5.371586	0.482586	2.335195
5.057911	1.369836	2.374062	0.549356	0.309697	4.072580	1.911644	3.715229	0.857157	0.113387
2.835807	-0.106936	2.341089	0.746195	-0.614573	0.186756	2.916994	0.434978	0.080105	1.379243
0.605760	-7.428337	0.406942	-1.909839	-2.796677	-1.382127	2.013777	-2.363070	-1.032871	-1.622037
0.517770	-2.747167	0.677423	-0.912345	-4.480114	-2.890770	1.219492	-2.731014	-0.754273	-1.408355
-0.553365	0.572872	-0.176570	1.333476	-2.686086	-1.148874	-0.146561	-0.775555	1.242100	-0.686711
-2.783944	2.686482	1.208164	1.747522	-1.213695	0.640361	2.416517	2.350505	2.215547	2.355594
-0.574670	3.170861	2.467723	0.810595	-0.804041	1.050433	3.076827	0.754265	2.007265	2.856560
-1.693644	2.232311	1.969408	1.199493	-0.493025	1.130643	2.229366	0.312425	1.143355	-0.080313
0.274735	1.013730	0.758818	-1.246385	0.336950	-1.747511	-1.462564	-1.564917	-0.306684	-2.270127
0.118864	1.444519	-1.860548	-2.335638	1.175286	-2.330430	-2.718865	0.821339	0.495246	-3.259081
-1.566156	3.574279	-1.094989	2.315932	4.428479	1.825987	0.163163	2.079892	0.097645	1.852824
-2.251627	3.675608	2.371195	2.848225	3.989129	0.943538	1.211020	0.815341	1.091612	0.234787
-0.250451	0.956306	0.663102	2.586440	1.743236	-1.291377	-1.182295	-1.252215	-0.260954	0.770409
-2.094227	-2.731624	-1.571467	2.456878	-0.250503	-1.194758	0.844418	-1.673778	-2.136255	-2.086511
-1.085256	-2.547285	-1.018512	-1.541263	-1.217587	-3.112507	1.777259	-3.879347	-3.743489	-2.014474
-0.263940	1.329524	1.842566	-3.463982	-4.589419	-3.806423	1.918127	-4.161324	-4.695260	-1.552979
