C1	C2
8.1000	3.2670
10.3000	4.4670
7.6000	6.6670
12.5500	11.9670
8.3000	5.3670
9.4667	4.7000
13.5667	4.4000
9.3000	8.5330
11.4333	8.6000
9.4000	7.1670
7.5000	5.0670
9.0000	8.5000
10.7667	5.6670
15.6900	5.3000
13.8000	6.4000
13.0333	8.3670
7.7333	6.5000
17.0300	7.5670
10.3333	7.7330
11.4000	7.6330
11.7667	6.8330
14.5000	6.8670
8.8333	4.9670
8.6667	4.9330
11.7000	6.8000
6.3333	2.7670
8.8333	1.9670
10.4667	9.2670
9.3000	1.7670
12.7000	5.2000
11.9333	4.7670
12.1000	4.8000
9.2667	5.8670
22.6000	6.5500
12.5333	7.8330
10.6333	7.5000
11.0333	4.9330
12.1000	9.4000
9.2667	7.5330
10.1667	4.6000
11.7667	6.0330
12.5600	9.1670
7.3000	6.3000
13.5667	8.2330
12.5600	5.7670
15.0667	5.6000
9.9670	4.1000
7.7000	3.0000
4.6670	3.5000
9.9500	5.8000
9.3330	4.6000
8.0670	4.5000
8.4000	3.5000
14.1330	5.1000
23.8000	4.2000
6.7000	4.6000
6.4330	3.8000
13.1670	4.0000
6.0330	5.6000
4.7330	4.5000
8.5000	5.5000
8.6670	5.0000
11.1000	6.2000
7.1670	3.7000
10.0330	3.4000
20.9670	16.6000
11.9500	3.2000
1.0000	2.6000
9.5000	1.7000
13.1000	4.7000
12.1000	4.8000
11.5500	4.7000
10.7000	4.6000
3.9330	4.4000
0.8500	4.6000
6.6670	5.1000
2.6000	0.7000
6.4330	2.6000
2.9670	2.5000
5.3330	4.1000
5.9330	4.3000
5.9330	3.2000
6.4330	2.1000
6.7000	1.7000
2.2500	2.8000
9.5670	3.3000
11.0330	5.0000
12.0670	7.3000
4.2000	5.9000
8.3000	4.0000
17.6000	6.8300
17.8000	8.0500
16.3500	9.5000
16.3500	10.7300
15.8000	8.5000
15.8000	8.5700
14.4700	9.4300
12.1300	6.3000
12.7000	8.0300
18.5000	8.4700
15.5300	8.8000
14.6000	8.7000
14.3700	5.2300
14.6300	9.9000
14.1300	6.5300
13.7000	10.5700
14.8700	7.9700
14.9000	6.4300
14.5300	7.7700
15.3800	8.9300
14.6000	7.9000
16.5700	6.7000
16.1000	15.4700
15.8700	8.8000
16.8000	9.1000
15.9300	8.2300
15.8000	6.7300
15.8000	9.1700
15.6000	9.2700
16.7700	8.3000
16.1800	7.0300
16.0800	8.7000
15.0700	10.3300
15.0700	9.2700
19.3500	8.2300
19.3500	6.8000
12.3700	6.0000
11.6500	5.0000
19.1900	12.8000
15.7500	9.3300
15.7500	7.3700
