C1	C2
1.0000	-16.3000
2.0000	-13.4000
3.0000	-13.0000
4.0000	-12.8000
5.0000	-13.6000
6.0000	-6.0000
7.0000	-6.5000
8.0000	-0.3000
9.0000	-1.3000
10.0000	-4.0000
11.0000	-5.3000
12.0000	-5.5000
13.0000	-6.9000
14.0000	-10.3000
15.0000	-13.6000
16.0000	-10.4000
17.0000	-9.3000
18.0000	-7.9000
19.0000	-6.4000
20.0000	1.0000
21.0000	-1.4000
22.0000	0.3000
23.0000	2.0000
24.0000	-5.3000
25.0000	-8.4000
26.0000	-2.8000
27.0000	-0.8000
28.0000	-2.4000
29.0000	-2.9000
30.0000	-3.0000
31.0000	-5.1000
32.0000	-2.1000
33.0000	2.6000
34.0000	-0.6000
35.0000	-0.3000
36.0000	2.5000
37.0000	-2.3000
38.0000	1.9000
39.0000	-0.3000
40.0000	1.6000
41.0000	0.4000
42.0000	0.4000
43.0000	1.6000
44.0000	2.4000
45.0000	-0.3000
46.0000	1.8000
47.0000	-2.5000
48.0000	-3.1000
49.0000	-3.3000
50.0000	-4.1000
51.0000	-3.6000
52.0000	-2.9000
53.0000	-4.3000
54.0000	-4.3000
55.0000	-4.1000
56.0000	-6.5000
57.0000	-8.8000
58.0000	-7.8000
59.0000	-3.5000
60.0000	-3.0000
61.0000	-0.8000
62.0000	1.0000
63.0000	3.0000
64.0000	3.0000
65.0000	1.1000
66.0000	0.3000
67.0000	-1.3000
68.0000	-1.0000
69.0000	-1.5000
70.0000	4.9000
71.0000	5.5000
72.0000	4.6000
73.0000	4.5000
74.0000	5.3000
75.0000	-3.3000
76.0000	-2.5000
77.0000	0.5000
78.0000	1.0000
79.0000	0.3000
80.0000	0.1000
81.0000	0.0000
82.0000	0.6000
83.0000	0.1000
84.0000	4.6000
85.0000	2.5000
86.0000	0.6000
87.0000	-0.1000
88.0000	-2.0000
89.0000	-1.6000
90.0000	-1.8000
91.0000	-0.5000
92.0000	0.3000
93.0000	-0.3000
94.0000	-0.8000
95.0000	-2.3000
96.0000	-1.3000
97.0000	-2.0000
98.0000	0.0000
99.0000	3.4000
100.0000	4.8000
101.0000	4.5000
