C1	C2	C3
13.0000	250.0000	*
12.0000	250.0000	*
22.0000	345.0000	*
11.0000	250.0000	*
22.0000	345.0000	*
11.0000	250.0000	*
15.0000	230.0000	*
25.0000	420.0000	*
9.0000	275.0000	*
25.0000	450.0000	*
12.0000	320.0000	*
10.0000	270.0000	*
12.0000	315.0000	*
12.0000	195.0000	*
12.0000	220.0000	*
30.0000	400.0000	*
22.0000	350.0000	*
22.0000	350.0000	*
20.0000	350.0000	*
9.0000	250.0000	*
18.0000	275.0000	*
24.0000	275.0000	*
10.0000	200.0000	*
15.0000	275.0000	*
25.0000	350.0000	*
20.0000	350.0000	*
28.0000	412.0000	*
28.0000	412.0000	*
13.0000	220.0000	*
20.0000	330.0000	*
25.0000	340.0000	*
25.0000	420.0000	*
22.0000	350.0000	*
8.0000	198.0000	*
12.0000	220.0000	*
14.0000	284.0000	*
10.0000	300.0000	*
17.0000	300.0000	*
9.0000	300.0000	*
13.0000	222.0000	*
15.0000	260.0000	*
20.0000	300.0000	*
27.0000	290.0000	*
23.0000	360.0000	*
24.0000	275.0000	*
27.0000	340.0000	*
6.0000	220.0000	*
12.0000	225.0000	*
20.0000	275.0000	*
16.0000	295.0000	*
8.0000	150.0000	*
16.0000	278.0000	*
14.0000	300.0000	*
18.0000	234.0000	*
14.0000	25.0000	*
22.0000	250.0000	*
14.0000	295.0000	*
8.0000	200.0000	*
12.0000	185.0000	*
15.0000	235.0000	*
11.0000	250.0000	*
12.0000	275.0000	*
14.0000	295.0000	*
21.0000	300.0000	*
10.0000	310.0000	*
11.0000	310.0000	*
30.0000	375.0000	*
6.0000	220.0000	*
16.0000	220.0000	*
11.0000	180.0000	*
13.0000	275.0000	*
16.0000	270.0000	*
11.0000	180.0000	*
13.0000	275.0000	*
16.0000	270.0000	*
12.0000	225.0000	*
21.0000	250.0000	*
12.0000	185.0000	*
12.0000	147.0000	*
12.0000	225.0000	*
16.0000	250.0000	*
12.0000	225.0000	*
16.0000	250.0000	*
12.0000	225.0000	*
16.0000	250.0000	*
9.0000	194.0000	*
12.0000	315.0000	*
5.0000	135.0000	*
12.0000	315.0000	*
