C1	C2
15.0000	0.2245
7.0000	0.0995
9.0000	0.2565
10.0000	0.2155
7.0000	0.0895
8.0000	0.1410
20.0000	0.2370
16.0000	0.2940
9.0000	0.2165
19.0000	0.3145
14.0000	0.1940
10.0000	0.1675
11.0000	0.2175
10.0000	0.2725
10.0000	0.1675
12.0000	0.2580
7.0000	0.0950
10.0000	0.1880
7.0000	0.0970
9.0000	0.1705
11.0000	0.0955
10.0000	0.0800
12.0000	0.4275
9.0000	0.3180
10.0000	0.5130
11.0000	0.3825
11.0000	0.3945
12.0000	0.3560
15.0000	0.3940
11.0000	0.3930
10.0000	0.3935
15.0000	0.6055
18.0000	0.5515
19.0000	0.8150
13.0000	0.6330
8.0000	0.2270
16.0000	0.5305
8.0000	0.2370
11.0000	0.3810
9.0000	0.1340
9.0000	0.1865
14.0000	0.3620
5.0000	0.0315
5.0000	0.0255
4.0000	0.0175
7.0000	0.0875
9.0000	0.2930
7.0000	0.1775
6.0000	0.0755
9.0000	0.3545
8.0000	0.2385
7.0000	0.1335
10.0000	0.2595
10.0000	0.2105
7.0000	0.1730
8.0000	0.2565
8.0000	0.1920
8.0000	0.2765
4.0000	0.0420
7.0000	0.2460
7.0000	0.1800
9.0000	0.3050
10.0000	0.3020
7.0000	0.1705
8.0000	0.2340
8.0000	0.2340
12.0000	0.3540
13.0000	0.4160
10.0000	0.2135
6.0000	0.0630
13.0000	0.2640
8.0000	0.1405
20.0000	0.4800
11.0000	0.4740
13.0000	0.4810
15.0000	0.4425
9.0000	0.3625
10.0000	0.3630
11.0000	0.2820
14.0000	0.4695
9.0000	0.3845
12.0000	0.5105
16.0000	0.3960
21.0000	0.4080
14.0000	0.3800
12.0000	0.3390
13.0000	0.4825
10.0000	0.3305
9.0000	0.2205
12.0000	0.3135
15.0000	0.3410
12.0000	0.3070
13.0000	0.4015
10.0000	0.5070
15.0000	0.5880
14.0000	0.5755
9.0000	0.2690
8.0000	0.2140
7.0000	0.2010
10.0000	0.2775
7.0000	0.1050
15.0000	0.3280
15.0000	0.3160
10.0000	0.3105
12.0000	0.4975
12.0000	0.2910
11.0000	0.2935
10.0000	0.2610
9.0000	0.2310
9.0000	0.1360
9.0000	0.2375
9.0000	0.1720
9.0000	0.1485
9.0000	0.1300
11.0000	0.2975
11.0000	0.2330
11.0000	0.2555
10.0000	0.1305
9.0000	0.3465
8.0000	0.1145
9.0000	0.1630
7.0000	0.1030
14.0000	0.3040
6.0000	0.0900
6.0000	0.0810
5.0000	0.0285
6.0000	0.1075
8.0000	0.1120
19.0000	0.6300
18.0000	0.7665
17.0000	0.4835
9.0000	0.1750
7.0000	0.0850
7.0000	0.0860
7.0000	0.0400
8.0000	0.1635
7.0000	0.0675
9.0000	0.0940
9.0000	0.1510
9.0000	0.0960
10.0000	0.3410
10.0000	0.2950
16.0000	0.5190
11.0000	0.3400
10.0000	0.2075
10.0000	0.2450
10.0000	0.2240
9.0000	0.0520
5.0000	0.0105
4.0000	0.0130
15.0000	0.4415
9.0000	0.4690
10.0000	0.5065
10.0000	0.3700
12.0000	0.3870
10.0000	0.3200
13.0000	0.3920
16.0000	0.5460
13.0000	0.3740
13.0000	0.2985
13.0000	0.4215
13.0000	0.5300
12.0000	0.5440
18.0000	0.6500
16.0000	0.5605
14.0000	1.0705
20.0000	0.7650
20.0000	0.6250
14.0000	0.8175
12.0000	0.5125
14.0000	0.7125
7.0000	0.3080
8.0000	0.4860
8.0000	0.3200
5.0000	0.0185
7.0000	0.0645
5.0000	0.0600
8.0000	0.0530
4.0000	0.0250
11.0000	0.3850
14.0000	0.3990
21.0000	0.5150
10.0000	0.4290
10.0000	0.4355
12.0000	0.6210
13.0000	0.5455
12.0000	0.3920
10.0000	0.5400
11.0000	0.5265
9.0000	0.3650
13.0000	0.4845
12.0000	0.4190
14.0000	0.2760
8.0000	0.0920
10.0000	0.4590
12.0000	0.3460
11.0000	0.2850
16.0000	0.4445
15.0000	0.4320
10.0000	0.3635
9.0000	0.1655
13.0000	0.2540
12.0000	0.2340
13.0000	0.2985
8.0000	0.1710
9.0000	0.1860
9.0000	0.1090
8.0000	0.1495
13.0000	0.2755
7.0000	0.1220
10.0000	0.1995
7.0000	0.0755
12.0000	0.1595
9.0000	0.2410
14.0000	0.2475
10.0000	0.2440
8.0000	0.1740
7.0000	0.1265
10.0000	0.1665
8.0000	0.1305
9.0000	0.1785
11.0000	0.1870
9.0000	0.2200
11.0000	0.1810
10.0000	0.1285
9.0000	0.1715
7.0000	0.1210
7.0000	0.0780
11.0000	0.4040
15.0000	0.2935
13.0000	0.3360
14.0000	0.3100
22.0000	0.4960
7.0000	0.0485
12.0000	0.1815
9.0000	0.0485
1.0000	0.0010
3.0000	0.0045
3.0000	0.0025
5.0000	0.0075
17.0000	0.3495
5.0000	0.0340
5.0000	0.0260
8.0000	0.0435
8.0000	0.0630
10.0000	0.0705
13.0000	0.0635
9.0000	0.0745
7.0000	0.0675
7.0000	0.0820
7.0000	0.0655
13.0000	0.4205
12.0000	0.5135
15.0000	0.4485
15.0000	0.4850
15.0000	0.3835
19.0000	0.3805
10.0000	0.3410
15.0000	0.6050
13.0000	0.4775
11.0000	0.3940
12.0000	0.3675
11.0000	0.3190
4.0000	0.0445
6.0000	0.0465
11.0000	0.3000
14.0000	0.3615
8.0000	0.1225
9.0000	0.2185
13.0000	0.2035
22.0000	0.4535
16.0000	0.4120
14.0000	0.3875
15.0000	0.5600
13.0000	0.4105
22.0000	0.7425
12.0000	0.4930
18.0000	0.5320
20.0000	0.5500
11.0000	0.2665
15.0000	0.3140
7.0000	0.0915
9.0000	0.1770
14.0000	0.2285
14.0000	0.3250
10.0000	0.2950
10.0000	0.2880
17.0000	0.2420
9.0000	0.1320
10.0000	0.3155
17.0000	0.3835
12.0000	0.5010
15.0000	0.4280
19.0000	0.3420
26.0000	0.3840
6.0000	0.0490
6.0000	0.0450
4.0000	0.0390
11.0000	0.2215
9.0000	0.0905
9.0000	0.1455
13.0000	0.3220
8.0000	0.1065
6.0000	0.0885
10.0000	0.1820
4.0000	0.0125
3.0000	0.0070
13.0000	0.4710
14.0000	0.2505
10.0000	0.3925
21.0000	0.4635
14.0000	0.4430
19.0000	0.4595
23.0000	0.3810
23.0000	0.4335
8.0000	0.1940
14.0000	0.5760
10.0000	0.1465
18.0000	0.3150
6.0000	0.0660
5.0000	0.0425
4.0000	0.0165
11.0000	0.1065
5.0000	0.0390
7.0000	0.0935
7.0000	0.0970
7.0000	0.0730
12.0000	0.2700
8.0000	0.0865
8.0000	0.0885
12.0000	0.2135
8.0000	0.1340
5.0000	0.0475
5.0000	0.0335
16.0000	0.5980
11.0000	0.5705
14.0000	0.4030
16.0000	0.4730
13.0000	0.6045
15.0000	0.4060
14.0000	0.5810
14.0000	0.4775
12.0000	0.5790
12.0000	0.2325
8.0000	0.3005
13.0000	0.2795
9.0000	0.2745
6.0000	0.0800
8.0000	0.0920
14.0000	0.5600
8.0000	0.5360
22.0000	0.3325
12.0000	0.4465
9.0000	0.4080
16.0000	0.5090
20.0000	0.7415
13.0000	0.6935
18.0000	0.7035
17.0000	0.9265
