C1	C2
0.0000	383.0483
1.0000	374.0540
2.0000	368.1069
3.0000	363.5661
4.0000	362.6549
5.0000	371.1292
6.0000	345.7175
7.0000	349.8082
8.0000	406.1387
9.0000	434.1982
10.0000	448.5850
11.0000	443.0938
12.0000	428.1507
13.0000	440.9573
14.0000	444.1381
15.0000	446.5323
16.0000	479.6105
17.0000	471.5073
18.0000	455.7189
19.0000	450.4586
20.0000	445.6591
21.0000	446.6076
22.0000	491.6020
23.0000	484.4385
0.0000	461.4436
1.0000	448.6560
2.0000	444.7053
3.0000	440.7903
4.0000	441.0068
5.0000	444.5128
6.0000	419.8712
7.0000	434.2417
8.0000	470.8404
9.0000	491.4089
10.0000	491.8929
11.0000	479.3010
12.0000	461.7730
13.0000	469.1886
14.0000	473.2498
15.0000	470.9658
16.0000	496.3754
17.0000	487.1271
18.0000	470.7801
19.0000	465.2157
20.0000	460.8677
21.0000	451.1349
22.0000	493.1895
23.0000	490.6721
0.0000	466.3964
1.0000	453.3464
2.0000	445.6101
3.0000	442.6606
4.0000	444.4657
5.0000	446.7861
6.0000	421.4234
7.0000	435.7526
8.0000	470.2114
9.0000	488.9883
10.0000	482.9173
11.0000	480.4931
12.0000	462.5777
13.0000	469.6384
14.0000	469.7799
15.0000	470.2769
16.0000	490.9819
17.0000	489.6333
18.0000	465.2705
19.0000	450.4324
20.0000	452.2021
21.0000	454.4848
22.0000	501.1295
23.0000	484.3361
0.0000	469.2051
1.0000	463.0662
2.0000	456.5563
3.0000	449.7206
4.0000	452.1828
5.0000	455.3784
6.0000	433.6462
7.0000	446.9349
8.0000	482.6911
9.0000	503.3938
10.0000	511.9926
11.0000	504.1270
12.0000	485.5874
13.0000	497.7302
14.0000	491.7994
15.0000	483.5772
16.0000	521.8101
17.0000	494.1354
18.0000	469.9345
19.0000	461.1617
20.0000	461.5133
21.0000	458.0267
22.0000	500.5597
23.0000	499.0215
0.0000	483.4484
1.0000	474.2086
2.0000	464.9749
3.0000	459.3687
4.0000	458.7700
5.0000	459.6725
6.0000	425.3159
7.0000	440.8296
8.0000	478.9584
9.0000	505.5458
10.0000	518.8196
11.0000	516.5940
12.0000	495.4879
13.0000	497.3868
14.0000	489.6804
15.0000	486.9267
16.0000	505.2360
17.0000	489.7975
18.0000	472.5647
19.0000	465.4112
20.0000	461.7141
21.0000	458.4992
22.0000	504.2826
23.0000	506.2575
0.0000	483.1786
1.0000	471.5203
2.0000	457.6275
