C1	C2
540.0000	79.9900
540.0000	61.8900
332.5000	40.2700
332.5000	41.0500
198.6000	44.3000
266.0000	47.0300
380.0000	43.7000
380.0000	36.4500
266.0000	45.8500
475.0000	39.2900
198.6000	38.0700
198.6000	28.0200
427.5000	43.0100
190.0000	42.3300
304.0000	47.8100
380.0000	52.9100
139.6000	39.3600
342.0000	56.1400
380.0000	40.5600
475.0000	42.6200
427.5000	41.8400
139.6000	28.2400
139.6000	8.0600
139.6000	44.2100
380.0000	52.5200
380.0000	53.3000
380.0000	41.1500
342.0000	52.1200
427.5000	37.4300
475.0000	38.6000
304.0000	55.2600
266.0000	52.9100
198.6000	41.7200
475.0000	42.1300
190.0000	53.6900
237.5000	38.4100
237.5000	30.0800
332.5000	37.7200
475.0000	42.2300
237.5000	36.2500
342.0000	50.4600
427.5000	43.7000
237.5000	39.0000
380.0000	53.1000
427.5000	41.5400
427.5000	35.0800
349.0000	15.0500
380.0000	40.7600
237.5000	26.2600
380.0000	32.8200
332.5000	39.7800
190.0000	46.9300
237.5000	33.1200
304.0000	49.1900
139.6000	14.5900
198.6000	14.6400
475.0000	41.9300
198.6000	9.1300
304.0000	50.9500
332.5000	33.0200
304.0000	54.3800
266.0000	51.7300
310.0000	9.8700
190.0000	50.6600
266.0000	48.7000
342.0000	55.0600
139.6000	44.7000
332.5000	30.2800
190.0000	40.8600
485.0000	71.9900
374.0000	34.4000
313.3000	28.8000
425.0000	33.4000
425.0000	36.3000
375.0000	29.0000
475.0000	37.8000
469.0000	40.2000
425.0000	33.4000
388.6000	28.1000
531.3000	41.3000
425.0000	33.4000
318.8000	25.2000
401.8000	41.1000
362.6000	35.3000
323.7000	28.3000
379.5000	28.6000
362.6000	35.3000
286.3000	24.4000
362.6000	35.3000
439.0000	39.3000
389.9000	40.6000
362.6000	35.3000
337.9000	24.1000
374.0000	46.2000
313.3000	42.8000
425.0000	49.2000
425.0000	46.8000
375.0000	45.7000
475.0000	55.6000
469.0000	54.9000
425.0000	49.2000
388.6000	34.9000
531.3000	46.9000
425.0000	49.2000
318.8000	33.4000
401.8000	54.1000
362.6000	55.9000
323.7000	49.8000
379.5000	47.1000
362.6000	55.9000
286.3000	38.0000
362.6000	55.9000
439.0000	56.1000
389.9000	59.0900
362.6000	22.9000
337.9000	35.1000
374.0000	61.0900
313.3000	59.8000
425.0000	60.2900
425.0000	61.8000
375.0000	56.7000
475.0000	68.3000
469.0000	66.9000
425.0000	60.2900
388.6000	50.7000
531.3000	56.4000
425.0000	60.2900
318.8000	55.5000
401.8000	68.5000
362.6000	71.3000
323.7000	74.7000
379.5000	52.2000
362.6000	71.3000
286.3000	67.7000
362.6000	71.3000
439.0000	66.0000
389.9000	74.5000
362.6000	71.3000
337.9000	49.9000
374.0000	63.4000
313.3000	64.9000
425.0000	64.3000
425.0000	64.9000
375.0000	60.2000
475.0000	72.3000
469.0000	69.3000
425.0000	64.3000
388.6000	55.2000
531.3000	58.8000
425.0000	64.3000
318.8000	66.1000
401.8000	73.7000
362.6000	77.3000
323.7000	80.2000
379.5000	54.9000
362.6000	77.3000
286.3000	72.9900
362.6000	77.3000
439.0000	71.7000
389.9000	79.4000
362.6000	77.3000
337.9000	59.8900
374.0000	64.9000
313.3000	66.6000
425.0000	65.2000
425.0000	66.7000
375.0000	62.5000
475.0000	74.1900
469.0000	70.7000
425.0000	65.2000
388.6000	57.6000
531.3000	59.2000
425.0000	65.2000
318.8000	68.1000
401.8000	75.5000
362.6000	79.3000
379.5000	56.5000
362.6000	79.3000
286.3000	76.8000
362.6000	79.3000
439.0000	73.3000
389.9000	82.6000
362.6000	79.3000
337.9000	67.8000
222.4000	11.5800
222.4000	24.4500
222.4000	24.8900
222.4000	29.4500
222.4000	40.7100
233.8000	10.3800
233.8000	22.1400
233.8000	22.8400
233.8000	27.6600
233.8000	34.5600
194.7000	12.4500
194.7000	24.9900
194.7000	25.7200
194.7000	33.9600
194.7000	37.3400
190.7000	15.0400
190.7000	21.0600
190.7000	26.4000
190.7000	35.3400
190.7000	40.5700
212.1000	12.4700
212.1000	20.9200
212.1000	24.9000
212.1000	34.2000
212.1000	39.6100
230.0000	10.0300
230.0000	20.0800
230.0000	24.4800
230.0000	31.5400
230.0000	35.3400
190.3000	9.4500
190.3000	22.7200
190.3000	28.4700
190.3000	38.5600
190.3000	40.3900
166.1000	10.7600
166.1000	25.4800
166.1000	21.5400
166.1000	28.6300
166.1000	33.5400
168.0000	7.7500
168.0000	17.8200
168.0000	24.2400
168.0000	32.8500
168.0000	39.2300
213.7000	18.0000
213.7000	30.3900
213.7000	45.7100
213.7000	50.7700
213.7000	53.9000
