C1	C2
231.0000	86.0000
114.0000	42.0000
67.0000	34.0000
239.0000	92.0000
242.0000	95.0000
238.0000	91.0000
227.0000	84.0000
210.0000	75.0000
54.0000	32.0000
252.0000	105.0000
246.0000	97.0000
238.0000	91.0000
227.0000	84.0000
242.0000	94.0000
0.0000	28.0000
237.0000	90.0000
106.0000	40.0000
237.0000	86.0000
233.0000	87.0000
218.0000	79.0000
249.0000	101.0000
242.0000	95.0000
211.0000	75.0000
248.0000	100.0000
24.0000	26.0000
164.0000	55.0000
225.0000	81.0000
253.0000	105.0000
224.0000	81.0000
234.0000	87.0000
72.0000	34.0000
247.0000	99.0000
195.0000	68.0000
221.0000	81.0000
124.0000	44.0000
231.0000	86.0000
232.0000	87.0000
251.0000	103.0000
68.0000	32.0000
242.0000	93.0000
231.0000	85.0000
231.0000	85.0000
43.0000	30.0000
215.0000	76.0000
217.0000	77.0000
244.0000	96.0000
228.0000	85.0000
0.0000	29.0000
227.0000	83.0000
206.0000	72.0000
238.0000	87.0000
190.0000	65.0000
220.0000	80.0000
228.0000	84.0000
234.0000	88.0000
244.0000	96.0000
249.0000	100.0000
241.0000	93.0000
14.0000	29.0000
86.0000	36.0000
143.0000	49.0000
253.0000	106.0000
33.0000	27.0000
83.0000	38.0000
152.0000	52.0000
30.0000	29.0000
230.0000	84.0000
218.0000	78.0000
218.0000	78.0000
39.0000	30.0000
241.0000	90.0000
249.0000	101.0000
247.0000	98.0000
239.0000	91.0000
247.0000	97.0000
232.0000	86.0000
232.0000	86.0000
228.0000	84.0000
32.0000	30.0000
234.0000	88.0000
243.0000	95.0000
113.0000	41.0000
34.0000	30.0000
221.0000	80.0000
149.0000	50.0000
38.0000	30.0000
173.0000	59.0000
237.0000	90.0000
53.0000	32.0000
243.0000	95.0000
244.0000	96.0000
243.0000	95.0000
247.0000	98.0000
223.0000	81.0000
233.0000	86.0000
199.0000	69.0000
229.0000	84.0000
0.0000	28.0000
252.0000	103.0000
128.0000	42.0000
227.0000	82.0000
48.0000	30.0000
182.0000	61.0000
250.0000	99.0000
205.0000	70.0000
255.0000	112.0000
29.0000	28.0000
237.0000	89.0000
244.0000	94.0000
19.0000	28.0000
230.0000	83.0000
245.0000	95.0000
192.0000	64.0000
224.0000	79.0000
233.0000	86.0000
7.0000	27.0000
244.0000	95.0000
248.0000	98.0000
244.0000	94.0000
247.0000	97.0000
228.0000	82.0000
75.0000	33.0000
224.0000	80.0000
251.0000	101.0000
242.0000	93.0000
200.0000	68.0000
241.0000	92.0000
255.0000	112.0000
167.0000	55.0000
231.0000	84.0000
227.0000	82.0000
89.0000	35.0000
210.0000	72.0000
