C1	C2
0.0064	0.0017
0.0068	0.0018
0.0068	0.0019
0.0068	0.0019
0.0074	0.0019
0.0074	0.0019
0.0074	0.0019
0.0063	0.0017
0.0041	0.0010
0.0035	0.0008
0.0043	0.0010
0.0053	0.0014
0.0053	0.0014
0.0064	0.0016
0.0060	0.0014
0.0074	0.0019
0.0079	0.0018
0.0064	0.0016
0.0074	0.0017
0.0060	0.0015
0.0056	0.0015
0.0034	0.0008
0.0037	0.0009
0.0060	0.0017
0.0063	0.0017
0.0060	0.0015
0.0064	0.0017
0.0068	0.0018
0.0064	0.0015
0.0060	0.0015
0.0074	0.0018
0.0060	0.0016
0.0068	0.0016
0.0045	0.0011
0.0056	0.0014
0.0048	0.0011
0.0026	0.0007
0.0056	0.0015
0.0068	0.0016
0.0068	0.0019
0.0073	0.0019
0.0060	0.0015
0.0068	0.0016
0.0068	0.0017
0.0034	0.0008
0.0068	0.0018
0.0064	0.0016
0.0068	0.0019
0.0074	0.0020
0.0074	0.0019
0.0079	0.0019
0.0068	0.0019
0.0063	0.0017
0.0063	0.0017
0.0068	0.0018
0.0056	0.0013
0.0028	0.0006
0.0064	0.0018
0.0060	0.0016
0.0068	0.0019
0.0068	0.0019
0.0035	0.0009
0.0063	0.0015
0.0056	0.0015
0.0064	0.0017
0.0056	0.0014
0.0033	0.0007
0.0030	0.0007
0.0050	0.0012
0.0053	0.0012
0.0063	0.0017
0.0073	0.0017
0.0056	0.0015
0.0028	0.0006
0.0068	0.0016
0.0050	0.0012
0.0060	0.0015
0.0041	0.0009
0.0056	0.0014
0.0053	0.0013
0.0034	0.0008
0.0040	0.0011
0.0045	0.0011
0.0060	0.0016
0.0045	0.0011
0.0056	0.0015
0.0053	0.0013
0.0060	0.0016
0.0060	0.0016
0.0064	0.0016
0.0056	0.0012
0.0053	0.0013
0.0068	0.0016
0.0050	0.0012
