X1	X2	X3	X4	X5	X6	X7	X8	X9
-1.904547	-1.852602	-4.883765	-2.632543	-1.784716	-3.194250	-0.905071	1.363632	-2.088866
-2.631953	-4.345620	-4.076040	-2.327367	-1.311993	-0.379791	-1.150002	0.799785	-2.077580
-1.293469	-3.405275	-1.187745	-0.670435	-1.696077	-0.170990	-0.853796	-0.723892	-1.839584
-2.123994	-2.429971	0.191416	3.273951	0.854429	-1.207547	0.131448	-0.204000	-0.215378
-1.721428	-1.892613	0.847738	4.342284	-0.082177	1.229737	-1.192872	-1.564540	-1.403962
-2.303371	-1.244504	2.118117	0.717861	0.462603	0.999858	0.470745	-0.353812	-0.352837
-0.652022	-1.566149	-2.680051	-1.161622	0.973464	1.115817	-1.059802	-0.390917	2.840096
3.748819	0.486049	-2.322970	-3.648170	-3.794294	1.054610	0.559286	-1.307656	3.441137
4.470953	-1.618914	-2.444944	-3.261487	-0.734776	-0.001062	-1.677890	-0.186531	4.652285
4.985879	0.027257	-3.529378	-5.593377	-0.962184	-1.099502	-0.269632	0.255659	3.864539
4.567899	-1.460041	-2.781274	-3.260545	-1.814920	-2.050912	-1.487539	-0.915688	2.139200
0.573712	-2.091312	-2.855338	-1.949795	-1.963587	-2.253293	-2.284812	2.055827	0.259866
-2.146180	-2.255060	-1.411674	-3.301232	-3.645588	-3.369847	-3.291352	2.391303	-0.525862
0.286323	-2.991790	-1.824984	-2.278460	-2.684325	-1.361274	-0.784758	0.932040	-4.092087
2.508720	-2.539204	-3.856175	-2.950183	-1.452202	-0.245378	-0.914031	2.649736	-3.751108
1.486413	-1.823308	-2.350248	-0.873005	0.793379	-1.515859	-0.507272	5.058891	-1.016225
1.979203	-1.669604	-1.220410	-1.104631	-0.719584	-1.996519	-1.759781	4.231003	0.405160
3.213088	0.069803	-3.421962	-2.487166	-1.387495	0.000240	-1.619158	3.022872	2.357347
4.133571	1.471309	-0.171111	-0.129713	0.614845	-0.186783	-1.471503	3.189196	1.550136
4.189352	3.363812	0.913542	-0.758577	1.765331	-1.758291	-0.483617	-1.590425	2.140825
6.197130	4.367905	2.077691	0.359738	0.721163	-2.687384	-0.179201	-2.353693	1.361615
2.922307	3.286587	3.704532	0.177827	2.440537	0.814136	1.024947	1.328392	-0.353895
