X1	X2	X3	X4	X5	X6	X7	X8	X9
-2.492320	-3.681739	-4.831940	-2.787559	-2.345072	-4.154511	-2.227369	0.253787	-3.028863
-2.081759	-2.688284	-3.057691	-0.334610	-3.552962	-2.445477	-3.172725	1.490818	-3.440080
0.022863	-1.470343	-1.676870	0.123635	-1.794703	-3.097134	-3.033521	1.851713	-1.348955
0.955845	-2.717219	0.030021	-0.565429	-2.449696	-0.987381	-1.376461	3.373569	-3.283192
0.062187	0.939385	0.647578	-1.415804	-1.554645	-1.890823	-0.891845	2.369384	-2.370693
-0.282611	0.416567	-2.308202	0.942808	0.172347	-1.060160	0.345226	-0.023442	-0.027758
-2.383350	-0.060876	-2.552222	1.072303	-0.922523	-1.931295	-0.467949	0.832987	-0.557490
-0.340331	-1.717747	-3.732585	-2.798121	-2.752657	-0.095028	-0.535471	-2.358630	-2.256491
0.624346	-2.485649	-4.980893	-3.699768	-2.346659	-0.825963	0.496859	-3.700294	-1.932663
1.264382	-1.856085	-1.944850	-1.466839	-1.900130	-2.647000	0.056739	-2.951709	-0.255307
-3.377526	-0.012057	0.784741	-0.762238	1.542625	1.497458	1.403769	-3.524975	0.438974
0.420423	1.376832	5.132577	-1.103668	2.094004	2.804009	1.870448	-6.662495	2.138080
-1.429472	1.634579	6.181855	1.098070	1.450703	4.198053	3.153775	-6.633971	-0.317193
0.508488	0.280080	3.285073	0.642171	0.897822	2.415586	2.300548	-6.107305	-0.647045
-0.765397	-0.534665	4.926527	0.986033	1.540555	3.319408	2.522468	-5.666600	-1.088979
-0.185027	-0.267562	2.633014	-0.547946	-0.477999	3.422217	-0.149668	-4.426057	0.497504
0.009696	-0.041911	1.666832	0.425830	-0.461843	2.997811	-1.978159	-2.840079	0.678301
-0.157528	-1.262717	-1.919423	-2.875540	-1.524980	2.007389	-0.591807	0.010632	-0.484188
0.982001	-2.338481	-4.784753	-1.958760	-2.637113	1.502048	-1.693613	0.627274	-0.122866
-1.322619	-2.192607	-5.376261	-3.860633	-3.154945	2.508087	0.582122	-0.025555	-1.935534
1.743813	-3.016497	-6.483250	-3.448061	-3.682878	0.503004	-1.919002	1.727441	-2.594294
-0.765305	-3.240055	-3.980223	-1.937647	-2.266115	-2.061001	-2.291986	6.327361	-2.362447
-0.933973	-2.739482	-0.186983	-0.649693	-0.164959	-1.165231	-1.784431	5.243503	-2.604397
0.329808	-1.274282	-0.680332	0.793697	-1.077013	-2.932988	-0.076538	3.907163	-1.900643
-3.412462	-1.743657	1.720227	-2.847478	-1.549180	-3.241672	1.921493	-0.153261	-0.261388
-0.379085	-2.220811	2.955991	-1.163922	-1.927361	-0.969386	3.086261	-1.730970	0.813866
-1.251060	-1.494745	2.752257	-0.453637	-1.510560	-2.235831	5.015664	-4.178569	1.701918
-1.154190	-1.912063	3.206623	-0.384325	-0.889079	-1.760908	4.595903	-2.840358	-1.625034
-3.242374	-1.746267	0.420186	0.562010	0.208778	-1.100819	5.102776	0.035458	-2.594991
1.122087	-1.209760	0.128243	-0.756834	1.408810	-0.239366	3.375984	-0.429721	-2.688055
-0.734209	0.447856	-0.325608	2.068141	1.673714	-1.622049	3.887525	-2.855000	-0.331927
-1.681161	-0.977523	-1.874069	2.317631	1.243486	-0.489471	1.133498	-3.869281	0.567190
-0.961171	-0.119099	-1.465145	3.147935	0.431925	2.282568	0.548103	-4.150566	3.768395
-0.814239	-0.440775	2.979264	4.621950	2.849329	2.430566	1.865340	-4.024458	3.005487
-1.751767	2.634347	3.106154	4.619674	0.064993	2.512121	-1.477292	-2.374060	5.888263
-1.586154	2.625665	4.725423	3.989103	2.521217	5.121733	0.070906	-1.200974	4.201324
-3.135003	3.064275	2.776368	3.287436	4.070997	2.161399	-2.692266	-2.711804	4.340966
0.917987	5.669874	3.872888	2.547870	2.810231	1.214719	-0.499109	-0.771951	4.451788
-1.243086	6.030662	1.918579	1.959203	2.850117	-0.387709	-0.074123	0.308580	2.443690
0.027377	3.168934	-0.298061	0.878931	1.668851	-2.163786	0.460592	1.336488	2.053168
-1.786424	0.700188	-1.803634	0.521854	1.399832	-1.303514	1.825134	3.341169	-0.026577
-2.118190	-1.677078	-3.155543	1.318168	-0.172742	-1.946793	1.216803	3.302121	-0.121248
1.958777	0.950733	-1.774589	0.546072	-1.550274	-0.217624	-0.355800	5.672640	-1.511747
2.876378	-0.627181	-0.784976	-0.434038	-2.246667	1.290090	-2.025477	5.340625	0.300326
3.970611	0.826577	1.346595	-1.835663	0.885777	3.691449	0.900072	3.264071	1.563369
4.512174	1.393405	-0.960379	-0.022006	0.298156	-0.108648	-2.678353	1.984177	2.542281
2.893068	2.961300	1.167401	0.376431	3.755268	-1.968003	-2.104253	0.789839	3.633759
-1.390809	2.319060	-0.403568	-1.048554	3.261110	-1.512317	-1.830927	0.915354	2.997403
-5.951258	2.289683	-0.485389	-2.512363	2.519981	-3.042490	-3.962777	0.679920	-0.042089
-2.986279	2.315565	3.441937	0.832701	3.710877	-1.609224	-2.266102	-0.699368	-0.017919
-2.763974	2.213506	1.805608	1.955536	1.798998	-0.605520	-2.643703	0.160790	-0.865487
-0.101344	4.464602	5.700322	1.107541	3.570840	-0.056079	-2.817580	-1.258711	-2.757795
0.056111	2.669251	5.625776	2.064613	4.394001	1.701298	0.378667	-0.367874	-0.950645
0.869989	2.177151	3.339069	0.235849	2.071180	2.486710	-3.618063	0.846599	2.523463
-0.588610	4.120300	3.262299	0.185949	2.155475	4.522655	-0.293369	-0.256196	5.312426
0.679212	4.026595	3.702963	2.232210	2.648582	2.256234	0.439148	-0.825661	3.548943
-0.899746	2.832534	1.777861	-0.308270	2.417901	2.514645	1.212588	-3.526999	1.288414
-1.214484	4.951214	1.985689	0.163507	3.998730	4.816187	2.695251	-5.654814	0.940236
2.046997	2.126835	1.659147	-0.090661	2.193165	0.700459	2.852937	-5.044308	1.097208
3.864694	3.579893	2.083832	1.549424	0.837206	-0.291240	1.945145	-2.991185	3.362730
4.729509	2.646986	2.143444	3.826960	2.963051	1.549590	0.696176	-5.595647	3.125499
5.877338	2.343013	1.692179	3.653646	2.519597	4.124747	3.183129	-1.940097	2.288414
4.481882	2.958271	2.018637	4.870680	2.959843	2.863231	2.997405	-0.116839	0.900375
4.393639	0.435758	0.430516	2.083360	2.755587	0.933440	1.018804	5.828325	-1.135721
6.019008	-0.407128	0.943013	2.048983	1.748527	-0.227125	0.493425	5.979292	-2.775075
3.533689	1.388911	-2.704171	0.780750	-0.245838	-0.887266	-1.084232	7.853558	1.907313
-0.428921	-1.591727	-0.515339	1.024857	-0.276211	3.004716	-1.685766	7.865221	2.976141
-0.952421	-0.129844	1.454607	0.646402	-0.785493	0.089321	-1.897577	7.931578	3.194107
-3.183213	2.424459	1.439066	3.790286	-0.330485	1.274648	-2.836466	7.764525	1.204510
-1.040699	-0.561122	-0.877762	3.015605	0.882010	0.918096	-0.557033	7.067360	-0.056950
-0.043278	-0.859087	0.701119	2.525158	1.642191	-0.495135	-1.310476	6.729481	-0.524776
-0.113453	-1.209238	-0.727390	3.157744	2.329156	-1.982347	-0.754897	6.548582	-6.630668
-1.095124	1.667122	-0.290691	-0.092438	1.275604	-1.095339	-2.153794	7.336363	-4.993428
-0.501493	-0.271107	-0.091386	2.195709	2.059534	-2.261913	-0.800468	8.960420	-4.207357
-0.824160	-1.696129	-2.464576	1.806984	0.929643	-0.436668	-1.292819	6.926650	-3.641955
-0.551026	-2.736744	-4.769862	2.013086	-1.969969	-1.845807	-2.163046	7.656050	-1.918626
-0.216993	-2.899155	-2.892544	1.230014	-1.365804	1.779072	-0.306249	7.662517	0.905432
2.470338	-1.531463	-0.659025	1.522266	-2.381264	1.997966	0.496071	4.948349	2.406215
4.319566	3.493831	1.137395	0.821040	-1.503050	4.496976	2.078616	5.373742	1.572623
6.069791	2.542524	3.435214	1.427236	-0.926163	2.181102	0.971586	2.940994	-0.773244
3.888010	2.182216	-0.000467	-1.006347	-2.408105	2.100441	-0.540820	0.629102	-1.833590
2.333724	1.197503	-0.528851	-1.111612	-1.635576	-0.407305	-2.316900	-0.047337	-3.121713
-3.394570	-4.026814	-3.375639	-2.237858	-4.748578	-3.881637	-3.486955	0.609773	-4.157717
-0.330472	-4.505638	-6.298330	-3.672788	-3.308213	-4.111557	-2.334184	1.712332	-3.984101
2.546116	-2.843170	-2.841926	-1.551902	-4.102682	-6.846864	-2.189487	-0.177965	-3.309967
4.599694	-0.855711	0.801372	-0.716102	-0.886185	-3.831859	-0.833564	-0.694521	0.490483
5.058260	0.679336	3.351963	0.604312	-0.983923	-3.457441	-1.092814	1.055563	1.630449
2.236514	0.486171	3.812348	0.223439	4.202601	-0.134013	-1.623236	-0.387217	3.229529
-1.699947	-0.657108	2.095124	0.520777	1.733187	0.373526	-2.358531	-0.625263	3.575623
-2.632822	-1.490502	-2.398508	-1.684774	-1.520666	-1.161124	-0.699898	-1.199978	0.467629
-5.636613	-2.219613	-2.974850	-4.407116	-3.207058	-3.342363	1.404764	-1.502865	4.479846
-4.296622	-2.894141	-5.305501	-6.336349	-3.853592	-2.322493	1.548354	-4.030026	2.952473
4.827452	-3.265388	-5.167763	-5.247374	-3.769668	-4.222513	1.817674	-5.293064	2.773909
5.675806	0.968644	-1.685536	-3.776491	-2.263386	-2.986724	1.455724	-5.492682	-0.914748
6.131439	1.846955	0.288680	-1.705403	-0.189549	-3.663026	3.276905	-5.541081	-1.897498
4.257351	1.853143	-1.379816	-5.133608	-1.229656	-3.862220	2.594116	-6.490966	-4.643443
2.251040	0.436507	-0.495524	-3.127309	-2.686408	-2.721304	1.530259	-4.030837	-5.899283
-0.706594	-2.527854	-1.625544	2.223195	-2.453307	-1.846781	-0.326766	0.766302	-3.518820
-6.305754	1.603760	1.372322	2.759302	0.491048	1.942150	1.045642	5.270649	-3.754155
-5.467639	1.745146	4.783075	3.181113	-0.237846	-0.195011	-2.185018	5.419201	0.302011
-3.296052	2.818004	3.798015	2.311526	0.536213	1.748136	-2.078543	1.720356	-0.937523
-2.505393	0.958532	1.779742	2.056341	1.701322	1.416690	-1.608335	3.771812	-0.531758
1.924337	2.568231	0.910654	2.113457	-1.857119	0.961951	-1.433891	0.295666	-2.457995
-1.350063	-0.345202	2.402353	-0.164125	0.362590	0.240419	-1.730512	-0.330684	-0.837035
-0.696995	0.318834	-0.930463	-1.353707	0.488548	2.369494	1.176303	-1.960341	1.021920
-0.815259	-1.209364	-2.943393	-3.054189	0.489355	2.313775	0.108856	-0.705906	-0.066230
-1.465257	-1.080895	-4.418137	-3.617571	-0.374890	2.048263	-0.848155	-1.810482	-3.469086
-3.224390	-1.527661	-2.352695	-4.264253	1.786512	-0.904442	1.187573	-2.831671	-3.227050
-1.488258	-1.475463	-0.919467	-4.873436	0.338461	-2.422841	4.179439	-3.596575	-3.476922
-1.474164	0.875799	0.254646	-7.119621	-1.833043	-1.657734	4.305646	-7.157597	-2.964404
0.273293	-2.124676	-0.103454	-7.301406	-2.838301	-0.045920	4.655592	-8.352439	-2.196996
