X1	X2	X3	X4	X5
0.788276	-0.386861	0.391028	-0.367831	-2.212620
-0.317270	1.502716	0.542646	0.038449	-1.196208
-0.956832	-1.756905	0.136788	-1.772267	2.514190
-1.104710	-0.888223	-0.099443	-2.046880	2.242477
0.662798	-1.405440	1.143154	-2.679489	4.248755
0.581891	-0.466354	0.976982	-1.013796	4.838224
-1.478528	-0.806668	0.617542	-2.732400	2.567986
-0.392959	-1.328981	-1.055764	-2.979702	-0.305057
0.025498	-0.489894	0.151067	-2.870302	-1.416603
-0.647655	0.739394	-0.871364	-1.499899	-3.388751
-0.838217	2.350981	-2.048854	0.832105	-4.245899
-0.551688	0.621367	-1.203002	-1.247690	-2.391745
-1.062966	-1.055847	-2.624805	1.463417	-1.364289
-0.650652	-0.834863	-1.348963	0.844126	-0.972228
-1.358244	-0.408180	1.905528	1.604635	0.518539
0.100760	-0.736700	4.851268	1.573645	2.373314
1.211458	-1.376021	3.156761	2.721657	4.303097
0.777053	-2.213346	5.090407	2.757069	3.003191
2.134445	-2.103273	3.680409	4.026382	6.022497
2.102935	-0.397804	-0.746431	2.558595	4.512316
-1.489176	-1.821438	-1.179513	2.100409	1.467350
-1.639688	2.561823	-5.167833	0.281424	-2.287600
-0.903700	3.273181	-4.377390	0.983539	-1.814533
-3.627911	4.102033	-3.285682	1.938055	-3.245847
1.188880	5.428581	-1.870108	-0.859429	-4.336841
-0.871927	3.948024	-4.242766	-0.305913	-3.087014
0.035269	2.452561	-1.640854	-0.466895	-3.139965
0.560269	2.554393	1.756230	-0.793078	-1.887391
-1.260227	0.442018	0.116987	0.506441	-1.511893
0.127783	-2.832563	5.050718	-1.137840	0.659232
-1.148502	-2.727151	3.547027	-0.167821	1.848684
-0.440781	-1.568045	5.674514	-0.444600	4.176664
-0.467352	-2.291847	3.500580	0.660521	4.134474
-1.014216	-0.948056	0.733128	1.217543	4.720015
-1.680772	-2.572273	-1.056441	0.680166	1.431087
-0.850820	0.730602	-0.707825	0.231691	0.159692
-2.078958	1.389268	-0.022524	0.162917	-2.647369
-1.294286	2.053827	-3.518835	1.439844	-4.168596
2.137196	0.479276	-2.344258	-0.384027	-2.469687
-1.447312	-2.268083	-4.923790	1.223203	-3.702242
-0.763608	-0.580752	-2.331030	0.651436	-3.427059
-2.500092	-1.188930	-4.229377	2.744070	-1.102337
-1.230565	-0.505918	-5.524030	0.763707	-3.600677
0.174176	1.095684	-3.218887	3.450247	-2.324277
-1.310171	3.799076	-2.953447	0.768589	-2.760836
-3.741705	3.317258	-3.552509	0.711533	-3.566453
-0.750724	3.270029	-2.746471	0.399181	-1.956529
1.430370	0.903289	1.041367	-1.302467	-1.867561
2.730179	-1.906262	1.697808	-1.339312	-2.092350
