X1	X2	X3	X4	X5	X6	X7	X8	X9
-3.535756	0.764263	0.590763	-2.685984	-3.366569	-1.178799	-1.591922	-0.600244	-1.985249
-3.943137	-0.530571	-0.798560	-2.238421	-1.984122	0.433032	-1.009994	-0.162179	-1.002958
-1.593435	-1.484609	-1.475483	-1.333287	-1.480445	-0.135635	-2.916797	-2.026569	-1.596470
1.333351	-0.585254	-1.697407	-3.967080	-3.624437	-0.119300	-0.874528	-0.891112	-2.037184
3.366420	-0.839804	-0.009131	0.217899	-1.457799	-1.150159	0.150211	-1.152609	-1.474902
2.339575	1.674839	0.297545	-0.643947	-1.262031	1.659789	1.445524	-1.179459	-1.894424
2.628215	3.021976	-0.000678	2.259483	-1.347631	0.435545	0.674009	0.780239	-2.001050
-1.275758	1.184206	1.369400	-0.971710	-1.927601	1.209613	-0.537432	-0.489517	-2.195582
0.730856	1.248730	0.666779	-0.386225	0.473360	3.261494	1.277201	-0.198224	-0.896819
-3.413743	-2.579453	0.445559	-1.053960	-2.953948	2.703791	1.685410	-0.104283	0.479738
-0.361253	-0.706943	-1.214958	0.416086	-2.844025	2.779205	2.668995	-0.849693	3.294788
0.640226	-1.384040	-0.562773	1.563514	-1.173070	4.547338	0.717458	-0.198553	3.840031
3.655594	-1.148945	-2.255085	2.578327	1.523117	3.541294	1.094698	0.951437	4.382666
2.515953	-1.194556	-1.876694	2.615024	3.457635	3.059873	0.463417	-0.013523	4.520193
-0.072497	-2.157675	-1.808999	0.754609	2.186885	-0.981620	0.809816	3.012368	4.206312
-0.491256	-2.375101	-2.999901	2.849382	3.030167	-1.521186	-0.361704	0.057811	-1.348178
3.936178	-1.645535	-1.752497	0.319244	0.037881	-4.184920	-0.007643	-0.877194	-2.171777
2.609804	0.330524	-0.659589	-0.778802	2.723228	-2.337720	-2.086100	0.512055	-2.744486
4.130323	1.030775	0.122725	-1.717555	0.502307	-2.010385	-3.049273	0.414557	-2.660404
4.262936	2.047319	1.216144	-2.210813	-0.296281	0.234788	-2.802962	0.913414	-4.412733
3.531044	3.589555	2.635070	-1.985375	-1.557837	-0.332298	-1.810866	1.229426	-2.055271
4.023046	5.319384	4.018104	1.561161	-1.852159	0.482260	-1.052884	1.264894	-1.180320
3.963144	5.680005	4.399344	0.390696	-0.175247	0.111663	0.944985	-0.491481	-0.131180
1.987037	6.775919	3.798893	0.949233	0.417497	-0.438086	-0.911858	-1.160398	-1.222951
-1.394373	5.956526	3.570550	2.619472	1.433476	0.373915	-0.589312	-0.577657	-1.048232
-1.635786	4.450825	2.844517	2.151016	-0.619312	3.962870	-0.043376	-1.360157	-1.787425
-2.443703	5.570217	2.817593	4.026367	1.888134	5.835281	3.005150	-0.776096	0.370371
-4.070221	4.436202	2.518880	3.394326	1.625514	2.889350	2.392569	0.906525	1.157256
-4.232841	3.337279	2.608978	3.524596	-0.374371	5.059980	2.756480	0.646809	2.882530
-2.307263	3.585450	0.480687	0.417077	1.342278	4.348373	2.749384	3.934756	0.442592
0.188314	0.081514	0.672309	-0.170129	-0.246438	2.198933	0.990484	1.400867	1.155143
-2.491909	-1.852729	-3.041857	-0.927418	-2.700918	2.918762	1.876579	2.145943	2.961982
-1.498833	-2.455278	-0.575809	-1.008990	-0.484864	-0.030937	2.835871	4.073085	2.725611
-1.625457	-3.442434	-4.158247	1.285357	-0.426775	0.041938	5.359760	3.610794	3.802828
-1.492180	-3.848395	-2.245370	1.297525	-1.075150	-1.369210	4.817448	3.076071	3.029834
-1.434903	-1.493863	-3.095377	1.367017	-0.276389	1.245522	5.592835	2.352417	3.190029
-2.021724	-0.790637	-1.511268	0.568333	-1.291192	-1.199464	3.308424	3.498234	4.432614
-2.355944	-1.166616	-2.250542	-0.754623	0.694641	-1.940964	4.697313	0.328222	1.550787
-2.492462	0.898599	0.947902	-0.264451	-0.148790	0.135524	-0.857394	-1.895417	3.624651
-1.996179	-4.134291	-2.966336	-2.816847	-0.612085	-4.386896	-1.027099	-4.158082	-0.840996
-2.643293	-3.646786	-1.551154	-2.523911	2.084057	-1.579324	-3.482998	-3.578573	2.218747
-1.211104	-1.407685	0.341647	-1.550540	1.172236	-1.019054	-2.081492	-2.541987	1.160480
-3.724113	-0.733289	2.196970	3.039668	1.987151	-0.887985	0.004820	-2.308424	1.407304
-1.782918	1.924703	4.040213	-0.990285	0.581404	-0.390714	-3.008660	-0.619083	0.463719
2.415079	1.285091	3.999380	-0.111898	-2.016606	-1.991837	-1.083431	-0.701461	-1.373575
5.913980	0.833576	2.491169	-0.109867	-0.523478	-3.089953	-2.890193	-1.579959	-2.484877
1.435285	1.422457	-0.852417	-2.724192	1.129787	-0.223457	-2.493144	-1.969974	-2.327587
0.421394	-1.695464	-1.662079	-2.849670	0.891890	-3.094848	-3.500684	-1.359106	-2.724005
0.407307	-1.443288	-2.097015	-4.146799	0.455431	-2.307022	-2.110812	-0.317453	-0.586530
-2.424176	-1.027615	-5.028025	1.108823	1.607010	-1.328876	-1.055726	1.675186	-1.864762
-4.573155	-2.997043	-1.985707	-3.171202	-0.839873	-1.121608	-0.197525	3.060013	0.514100
-2.543229	-3.097273	-3.210362	-0.264273	-1.120118	0.424185	-2.100809	2.879429	1.269855
-2.496898	-0.795003	-1.872787	-0.439186	-2.718024	0.713907	-2.775277	2.100235	1.648706
-2.672363	-1.338435	-2.076182	0.810160	-1.038692	-3.475740	-1.687928	1.001632	2.271852
-1.623522	-1.730467	-4.987746	-1.714033	-2.200621	-1.284653	-1.875360	0.151122	3.774193
-2.390477	-2.068899	-2.276778	-0.941364	-1.475111	-0.038129	-1.092873	-3.071293	2.967431
-0.831526	-1.206130	-0.521978	0.513171	-0.611762	-1.413365	-2.274666	-1.671313	1.752666
-1.877770	-0.234660	-0.892744	1.350073	-2.251575	-0.002659	0.105862	-1.828936	-1.308802
-3.688809	-2.841290	-2.510576	0.041345	-0.877348	-1.913706	-0.706487	-1.637460	-1.686572
-2.818442	-1.079717	-1.894973	-3.282113	-0.348682	-1.777405	-1.677114	-1.177184	-2.002743
-0.716470	-0.433242	-0.170333	0.606502	-1.816577	-1.139552	-2.582617	-2.596608	-2.542414
2.733108	0.804736	1.439045	1.250793	-1.286032	-0.943944	-1.296695	0.223072	-2.331686
