X1	X2	X3	X4	X5	X6	X7	X8	X9
-2.457134	-0.427986	-2.295519	-4.566168	-2.841362	-1.786826	-1.437617	-3.904164	-2.299711
-0.399978	-3.116011	-3.672631	-2.313850	-2.705121	-2.487824	-1.759866	-1.580019	-3.252897
-4.087247	-2.142866	-3.359223	-2.222819	-1.687152	-2.566575	-3.895463	-4.316242	-3.562969
-2.135242	-1.050052	-2.789398	-2.514677	1.356045	-3.416079	-3.679906	-1.587232	-3.026928
-1.496664	-2.948969	-4.446956	-4.173922	1.152670	-3.389337	-1.313198	-4.519990	-1.310476
-2.654111	-2.304918	-2.147698	-1.654056	1.335124	-3.708852	-3.428838	-1.970418	-1.895212
-0.253386	-2.667601	-2.097325	-0.895878	-0.727693	-1.777623	-1.666227	-3.058517	-2.693037
3.123513	0.510482	-1.476937	-3.364090	-0.009980	-3.193052	-0.169065	-1.526888	-3.502953
3.562683	2.649730	1.172664	0.870408	1.796662	-0.206741	0.935947	0.875268	-1.180359
3.170726	3.275141	1.152279	1.879517	1.845335	0.384412	1.631908	1.640950	-0.905158
2.792041	0.272114	2.534305	1.784636	4.529338	0.095303	2.367719	1.699757	0.258450
0.737928	-0.263951	1.253342	2.434364	2.298372	0.713432	1.561479	4.155787	2.797065
4.264386	-0.575056	1.454589	0.672701	0.331838	0.397098	1.958287	3.338541	4.695085
3.702915	0.123098	2.822945	1.207647	0.805536	2.131401	0.573843	1.446216	4.623110
2.502915	2.701910	1.477710	1.382702	0.187567	0.113838	-0.327054	-0.152489	5.205039
4.770286	2.584878	3.283383	1.759565	1.212930	1.423309	0.403497	-1.849274	3.763570
5.767528	4.413502	4.811962	1.639035	-1.274673	1.517014	0.576993	-2.287841	4.958604
5.395141	1.823680	4.318847	3.209413	2.151958	2.627750	0.588735	0.181509	-0.121662
3.392523	-0.124090	5.809537	2.497797	0.874824	1.803917	1.845123	-0.205624	-0.445027
1.621776	3.012891	5.046131	2.515088	-0.671675	0.535915	0.205355	-0.167143	-0.937394
-0.278900	0.156322	3.450828	3.003286	0.823962	1.197442	-0.550968	1.640352	0.276038
2.140693	0.604701	4.337128	1.413089	-0.213465	-0.683604	-0.306748	0.601760	-0.343632
0.888057	2.114927	4.560629	1.404698	-0.295655	-1.674922	-1.979484	3.871879	0.301794
0.782490	2.815198	4.423430	1.120212	-0.381707	-1.260414	-3.617778	3.219908	-1.324385
-0.533006	0.956514	0.732731	-0.552270	-0.775820	-2.213981	-1.605229	3.054647	-1.459469
-2.922333	-0.072929	1.475130	0.173653	-0.890894	-1.233123	-3.151840	3.134194	-2.194660
-3.273489	0.070969	-1.149272	-0.674121	-0.298429	-1.754043	-0.904309	0.872448	-2.182458
-3.489775	0.406506	-1.863878	-1.130491	-1.267423	-0.992840	-1.026337	-0.627293	-1.526865
-2.957291	0.757880	-2.295988	-0.319858	-0.584075	-3.627316	-0.695726	-3.210528	-0.770681
-3.543237	-0.908911	-3.797003	-0.995822	3.103214	-1.344371	-3.917775	-5.877661	-0.503907
-3.990312	-1.677567	-2.588124	-1.272484	3.205646	-1.542407	-1.499185	-6.417291	1.072755
-1.876817	-2.299292	-2.893951	-1.858944	0.504722	-0.098024	-1.262058	-2.896520	-4.424895
-0.934751	-2.240186	-1.864587	-3.301003	-1.077257	2.148276	-1.137493	-2.913449	0.935041
