X1	X2	X3	X4	X5
-2.697472	-1.871887	-5.942463	-2.590461	-3.971717
-1.687782	-0.240357	-4.996343	-2.694946	-3.758422
0.108584	-1.057544	-3.176932	-4.616878	-2.904004
5.063329	2.204457	-4.115129	-0.037556	1.287240
4.376857	1.479749	-0.549132	1.308919	2.566912
-0.383731	0.282134	-1.637541	2.736649	1.832213
-1.567031	-0.417685	0.586944	-0.227864	2.669844
-3.682541	-1.089103	0.077624	0.941080	-1.160892
-3.141358	-2.312519	2.394200	0.872983	-0.809394
-1.704580	-1.129428	3.141472	1.482145	0.344441
-1.440504	-3.069229	2.943541	1.386068	0.514412
-2.689827	-1.744618	2.051909	2.998653	1.804524
-0.116547	-2.568992	2.299975	1.545501	3.849476
-1.388961	-2.457747	3.445940	1.943113	2.678671
2.754533	0.873118	3.252205	2.200691	2.587010
3.399838	3.996807	2.307372	3.084034	2.002895
2.162455	7.191724	2.767140	0.436546	2.705228
4.109888	5.823370	2.758410	2.337426	1.397410
3.867339	5.771249	0.189684	3.178676	0.914942
-0.028690	4.900963	1.056561	-1.090603	1.467228
-3.075497	0.535316	0.418743	-1.459210	-0.957133
-4.444579	-0.525590	1.511431	-0.042543	-1.962038
-5.275635	-3.885751	-0.003575	0.498999	-2.422787
-2.665362	-5.339266	2.578426	1.395116	0.366724
-2.505757	-5.554931	2.734834	0.191410	-1.017505
-3.221619	-3.199043	1.722052	-0.788417	-1.416073
-0.236847	-0.634600	0.714779	-1.925065	-1.232377
2.158663	3.110300	-2.133184	-2.775433	-2.183517
3.219513	4.615461	0.355464	0.382782	-1.707091
3.337103	5.742385	0.804024	0.140579	0.418403
3.750137	3.028975	0.801296	1.850660	1.549266
-0.450285	1.089633	-0.203718	0.579426	-0.091401
-2.208160	-0.115739	2.587982	-0.503521	-0.201996
-4.833587	-3.474637	0.501397	-0.457880	-1.360518
-4.824963	-4.281859	0.919228	-1.383850	-1.453665
-2.459088	-3.506903	-0.344025	-0.718231	1.371663
-3.966859	-4.264367	0.478039	0.615480	0.405169
-1.858675	-4.465248	-3.703278	-2.913717	-0.468948
-2.960334	-1.622843	-1.053277	-2.218321	-3.693284
-0.915436	0.616249	-5.169157	-3.988230	-3.065940
-1.846378	-1.151670	-5.137016	-1.836043	-3.457714
-1.705059	-2.480097	-2.011355	-0.359159	-2.022504
-0.197577	-2.880829	-0.545971	-1.641178	-3.556311
-2.031833	-3.843866	-0.761266	0.201503	-2.784532
-1.694023	-2.497504	0.190663	0.663084	-1.002766
-2.060647	-0.255642	1.891615	3.841867	0.172087
-0.422205	-3.447278	1.334992	3.588851	1.848329
-2.055794	-4.397010	3.007694	2.970740	2.936061
-2.273814	-4.012736	1.230221	2.424532	0.650484
