X1	X2	X3	X4	X5
-0.892410	0.005016	-2.101649	-3.434076	-0.036941
-1.349343	-0.444635	-0.192787	-2.678248	-0.581302
-0.293853	-0.304564	2.711919	-1.959404	-0.357306
-0.745039	-1.128771	-1.637731	0.622559	3.556146
2.098100	-0.781858	0.526962	3.458940	3.379356
5.486065	-1.392626	2.352899	3.103642	3.987923
4.701357	-2.126776	1.339779	4.178565	1.313050
5.465477	-0.731409	0.700103	5.806111	0.984137
2.281227	-0.838325	1.747269	4.278380	-1.450816
0.962907	-0.049626	-0.884221	4.116375	0.891093
-1.099982	1.562787	-2.388267	3.961496	1.329565
-3.619338	-0.048687	-4.026471	2.724044	3.274599
-4.060161	-1.408749	-5.202632	0.781322	5.215798
-0.349249	2.107501	-2.856650	4.168230	3.128761
0.988499	-0.699239	0.276974	3.959569	2.331990
3.632383	-0.542269	0.071741	2.133241	1.400086
4.534805	-2.083291	2.368251	1.212847	-1.375351
1.135467	-0.463604	1.052603	0.360289	-1.722021
0.190368	-0.487111	-0.679903	-1.642132	-0.289321
-0.373790	-0.685011	0.311633	-1.664716	-2.700751
-0.408006	-0.592906	-1.122289	-3.016860	-1.282411
-3.023778	-0.575496	0.076930	-2.740563	-1.571400
0.536294	1.165318	1.179592	-0.383223	-2.727916
-2.235188	-1.126465	-1.430205	0.317759	-0.597160
-1.836024	0.254254	-0.927561	-2.327713	0.463371
-0.677913	-2.853525	-0.996675	-1.211739	-3.246124
-1.588052	-2.668502	0.243052	-3.112717	0.021056
0.224358	-2.160780	0.473219	-3.425946	1.142813
0.083919	-1.010657	-0.649472	-2.116224	1.756047
0.126132	0.874564	0.496677	-2.702351	-0.307742
-1.232102	4.014185	0.899767	-1.660324	0.013648
-2.443482	3.554603	-1.433803	-0.021342	-2.579582
-0.973506	4.799318	-3.118233	-0.084103	-0.419332
-1.131874	2.234330	0.014677	-0.197207	-1.451501
-0.924685	1.118039	0.662827	-2.133952	-3.050387
-2.267936	-0.167157	0.041417	-2.320836	-2.323291
-0.683228	-1.131057	0.849946	-1.308357	1.847188
-1.932060	-1.297062	0.546115	-0.946815	-1.666648
-1.104629	-0.744374	0.355723	-3.358508	-1.618598
-1.297735	-0.239691	0.504470	-2.222535	0.118337
-0.963277	-1.467115	-0.403645	0.167907	-1.734641
-0.417354	1.293255	0.352480	0.567419	-1.265031
1.258636	3.380716	2.951843	4.435902	-1.069032
0.711893	2.396671	2.079245	2.394157	0.250156
1.291219	1.063817	0.667285	2.878287	-0.177666
1.244514	0.993454	1.171962	-1.103008	-1.553196
0.330481	0.306984	0.066778	-0.113725	0.174865
-2.504080	-0.217197	-0.736368	-1.133564	-1.308881
0.560831	1.094314	-1.227277	0.275578	-1.304433
1.397617	3.010515	0.775452	-1.842898	-0.555991
2.322378	4.377207	-1.762682	0.067209	-2.230953
-1.341784	6.115388	-2.097079	1.825402	0.021380
1.388632	5.448559	-1.970939	1.047881	-2.538989
-2.651374	2.940219	1.363138	-0.054452	-0.425760
-3.058300	4.326869	1.400651	1.905305	0.748867
-0.232345	1.770308	2.908801	0.623753	2.626694
-1.611808	0.337736	2.581788	-0.571506	4.718422
-1.645088	-0.040748	-1.002889	-0.144470	4.119551
-1.599783	-1.348842	-1.995131	-1.392838	1.398282
0.221007	-0.193248	-2.103636	-2.718908	3.541316
-1.474816	-1.630966	0.696895	-3.161179	-0.785345
0.195448	-0.498394	-1.337139	-4.419849	0.224998
-0.885498	-0.883535	-0.714337	-2.370417	-1.090453
-2.032955	-2.383487	-0.682200	-2.192580	-2.213097
-1.520021	-0.672451	1.151473	-1.308438	-1.833434
-2.077595	-1.052727	0.165781	-2.076188	-2.161962
-0.462875	-1.574314	0.097924	-2.604929	-1.154581
-1.016261	-1.848313	-0.854399	-2.647160	-1.758090
-3.301151	0.320076	-0.253486	-1.893278	-1.130087
-1.577045	-1.795946	-1.974339	2.181318	0.285928
0.102959	-1.414481	-1.314557	0.993629	-1.281944
2.392761	2.002074	0.533860	1.617257	-0.633902
5.611764	-1.386683	0.417511	3.260805	-2.148446
5.919667	-1.869652	0.962896	3.306572	-0.760773
5.254473	-0.484432	2.944916	3.159262	1.173116
2.714481	-2.577223	1.086469	2.447975	0.704423
0.681794	-1.033225	-1.936543	1.764214	1.350249
-1.411887	-2.411838	-3.213921	3.611180	1.643294
-1.991163	-2.649462	-0.643765	0.603174	-0.355140
-1.618230	-0.697597	-1.253476	-1.590501	-0.226753
-0.785390	-1.139342	-0.271952	-0.778244	-1.144143
0.178261	-1.598997	0.046805	-2.834254	0.999690
0.383422	-2.438263	-0.115404	0.176572	-1.215052
-1.535006	-0.432138	-0.730779	-1.778166	0.349031
-0.943720	-2.449623	-0.872121	-2.079665	-1.267360
1.599979	-1.737418	-0.263029	-1.872223	-1.805624
3.913093	-0.082222	-1.196704	-0.265440	1.766841
2.784623	-0.439735	2.462655	-1.012513	-0.108465
4.062970	0.775343	1.820547	-1.443042	2.185460
4.280135	-2.879488	1.822673	-1.600723	2.421515
2.682518	-1.074127	1.205633	-0.703056	-1.025997
1.520922	1.759626	0.596926	-0.985639	-1.714476
-0.932253	-1.086929	0.428452	-1.436570	0.281579
-4.298207	-0.381091	-0.227588	-0.904547	-0.747630
-1.965037	-1.462560	-0.835795	-0.534270	-0.430504
-0.980744	-2.220237	-0.784068	1.327564	-1.939740
2.790974	2.372080	-0.321707	0.221257	-3.142437
2.669518	1.013991	1.561087	-1.213191	-2.022496
5.539289	3.745695	0.931014	-0.552577	0.468886
2.547487	1.580894	2.481675	1.700801	1.767909
1.354114	-0.990112	3.232770	-1.810657	-2.173926
1.632771	-0.981824	-3.048001	-0.091948	-0.036717
-1.295242	-1.286040	-1.509339	-1.177672	-0.569264
-3.225323	-1.962660	-1.811542	-1.225225	-0.764666
-2.966473	-2.566385	0.950988	-2.556907	-1.846121
-4.129089	-1.580513	-2.095848	-3.332216	0.244371
-0.844971	-0.285744	-0.245849	-0.791450	0.959612
-2.502118	-0.810279	-2.170817	-1.512508	0.332403
-0.429329	1.173884	-0.197950	-2.435589	0.141843
-1.604503	-0.385455	0.631451	-3.796589	-2.694264
-0.411541	-0.189796	-0.047414	-2.560009	-2.431619
-0.085939	-1.690339	0.846056	-3.091946	-1.486421
-0.418999	-0.441882	-2.005739	-1.793399	3.784932
-2.229019	-0.710626	-0.313400	-2.755466	4.522441
-1.702498	0.367829	3.517675	0.119854	1.867307
-1.487536	0.162385	3.629884	0.977464	3.178531
-1.682732	0.766940	4.489528	0.962364	1.668113
-0.495184	1.201397	5.297108	1.558756	1.236355
-1.847893	1.743755	2.571623	2.887642	0.187558
-2.724957	0.708915	3.986874	1.892923	1.647023
-1.009477	0.564077	3.892760	1.162901	0.115451
-0.579950	-1.139559	2.486882	4.601577	0.959042
-0.354277	-0.537792	1.595440	3.892153	-0.000301
-0.795657	1.178878	4.460634	0.505631	0.717822
-4.347889	-0.356048	0.464865	1.865211	-0.167488
0.046628	-2.099270	-1.810468	-0.676104	-0.790230
-1.359206	-1.463788	-1.210664	-2.828913	0.407097
-0.515191	-1.519200	-1.019424	-3.510614	-2.127506
-2.287225	0.016392	-1.841746	-2.889006	-0.983538
-0.643008	-0.850410	-2.697731	-3.317188	-1.620998
-2.896440	-3.976906	-2.871779	-2.249558	-2.154384
-3.116820	-1.909695	-0.601490	-1.361315	-0.696197
0.492453	-0.729178	-1.835962	-0.441356	-1.021134
3.408079	-6.143253	-0.878597	0.613919	-0.869195
