X1	X2	X3	X4	X5
-2.076096	-1.391656	-1.340848	-2.955250	-0.562107
-2.164286	-2.799566	-1.246451	-2.511647	-0.506549
-0.466852	-1.412133	-1.759763	-4.126564	4.244201
0.029205	-2.560655	0.085313	-2.522103	1.807244
-0.697717	0.026566	-0.807825	-3.199765	2.689780
-1.317720	-1.733969	-1.419979	-5.026152	1.822410
-1.960104	-0.311559	-2.425951	-2.674166	0.301735
0.417028	-1.984305	-0.895044	-4.694708	-0.066944
0.502176	-2.373206	-1.435959	-0.119280	-2.298827
-0.722463	-2.678562	-1.397299	1.570817	-2.070113
-0.554090	-1.202873	-1.952065	4.507180	-2.189502
-1.952906	0.878161	-2.457961	4.702909	0.219109
-0.675013	2.210941	-1.043387	6.639602	-0.666781
-1.149811	1.236367	-0.053547	5.744856	-3.383171
-0.368103	4.253738	-1.575042	4.418572	-1.205059
0.376810	3.229556	-0.881174	2.255047	2.143954
-0.621674	4.393921	2.047955	2.333679	4.415771
1.151246	2.908832	4.391942	0.790768	2.676292
1.188966	2.959490	3.897386	1.845112	2.884018
4.012186	4.278496	3.374785	3.023010	2.206349
5.576804	3.787949	2.471236	1.695759	0.817188
3.970419	4.136949	0.268038	-0.261641	3.601134
2.235430	3.025098	0.756888	0.186509	4.435290
-1.714664	-1.451506	1.395585	-0.484994	4.339255
-3.528165	-2.923560	2.571627	0.192250	2.775532
-4.126474	-1.911967	3.423012	2.156740	2.687620
-4.331893	-2.744824	2.917537	0.569574	3.021022
-1.083422	-3.241332	-0.001598	-1.115050	1.806438
0.838337	-3.368791	1.233404	-2.370932	0.721570
1.363183	-1.542100	-2.816960	-2.981173	-3.621681
-0.108685	-0.258159	-1.825989	-2.310475	-2.707315
0.248832	-2.481468	0.602712	0.686661	-0.325130
1.183532	-3.406926	3.076444	1.572734	1.476475
2.518614	-2.024334	3.770703	1.243542	1.626702
2.822978	-1.917691	3.319989	2.956685	1.167351
4.534922	-0.491097	2.677899	3.784462	0.786024
3.855045	-3.071652	2.985031	0.966971	0.346722
3.256845	-0.746555	1.380485	0.174412	-1.834053
-1.238877	-2.341406	-0.444843	-2.638117	-1.392901
-3.826224	-0.996905	-0.528553	-6.124417	-0.069721
-5.161896	-1.667752	-1.144647	-3.064888	-1.272510
-1.341394	0.605754	-1.786027	-1.578032	0.406133
1.959981	4.061712	1.089606	0.073651	-3.045092
4.448827	3.728623	-0.833151	3.012859	-0.874183
5.106544	3.882587	-2.183298	1.364192	0.007561
4.300631	3.683005	1.948062	0.572049	-1.530958
0.741687	2.501176	-0.052172	0.906628	-2.630838
-1.747190	-0.729600	-0.746500	-1.807670	0.153720
-1.296399	1.688778	0.911974	-0.128448	0.163920
1.112358	5.036711	0.791350	-0.971804	-0.539739
2.854780	4.009797	0.327726	2.063659	-1.082954
1.639166	2.210438	-1.361500	1.228640	-2.108024
-0.823584	2.294033	-2.308428	0.374640	-0.304247
-0.246071	1.595883	-0.991160	3.267458	-2.167523
-2.712397	-0.434613	-0.068797	2.740292	-2.307150
-3.008361	-1.119754	-0.990242	6.063343	-2.972727
-2.950465	-1.777239	-0.268494	2.269408	0.246748
-1.526010	-2.366270	-0.856556	-1.668711	-2.787323
0.145505	-1.382346	-1.343229	-2.212516	-0.464139
-1.002223	-1.255466	-0.319314	-5.028707	-1.421000
1.792207	-0.665731	-0.577012	-2.719685	-0.294003
4.536094	0.775259	0.659676	-1.200751	-1.350147
5.461937	1.452405	0.208648	1.857995	-0.813430
3.378435	2.573406	-0.418897	4.600353	-2.898052
3.922187	0.918463	0.123440	3.891422	-2.009610
0.286394	-1.615924	-0.797641	2.344202	-1.922004
-2.807845	-3.610456	-2.244643	0.372892	-2.390332
-3.485532	-2.931733	-0.104166	-1.458208	-0.327992
-2.485366	0.311347	3.641389	-2.019599	2.342417
