C1	C2
0.0000	92.0000
0.0000	64.0000
0.0000	54.0000
0.0000	78.0000
0.0000	70.0000
0.0000	55.0000
0.5000	62.0000
0.5000	67.0000
0.5000	54.0000
0.5000	60.0000
0.5000	52.0000
0.5000	62.0000
0.5000	64.0000
0.5000	77.0000
0.5000	67.0000
0.5000	78.0000
0.5000	67.0000
0.5000	79.0000
0.5000	107.0000
0.5000	116.0000
0.5000	59.0000
0.5000	23.0000
0.5000	60.0000
0.5000	68.0000
0.5000	80.0000
0.5000	70.0000
0.5000	47.0000
0.5000	66.0000
0.5000	102.0000
0.5000	41.0000
0.5000	79.0000
0.5000	57.0000
0.5000	77.0000
0.5000	96.0000
0.5000	65.0000
0.5000	72.0000
0.5000	54.0000
0.5000	39.0000
0.5000	85.0000
0.5000	63.0000
0.5000	92.0000
0.5000	68.0000
0.5000	101.0000
0.5000	84.0000
0.5000	65.0000
0.5000	61.0000
0.5000	56.0000
0.5000	50.0000
0.5000	75.0000
0.5000	40.0000
0.5000	74.0000
0.5000	64.0000
0.5000	57.0000
0.5000	48.0000
0.5000	52.0000
0.5000	65.0000
0.5000	82.0000
0.5000	49.0000
0.5000	67.0000
0.5000	63.0000
0.5000	45.0000
0.5000	72.0000
0.5000	55.0000
0.5000	52.0000
1.0000	71.0000
1.0000	77.0000
1.0000	67.0000
1.0000	51.0000
1.0000	75.0000
1.0000	63.0000
2.0000	63.0000
2.0000	67.0000
2.0000	66.0000
2.0000	73.0000
2.0000	54.0000
2.0000	80.0000
2.0000	90.0000
2.0000	72.0000
2.0000	55.0000
2.0000	78.0000
2.0000	101.0000
2.0000	51.0000
2.0000	99.0000
2.0000	58.0000
2.0000	60.0000
2.0000	58.0000
2.0000	47.0000
2.0000	65.0000
3.0000	79.0000
3.0000	83.0000
3.0000	68.0000
3.0000	48.0000
3.0000	69.0000
3.0000	66.0000
3.0000	62.0000
3.0000	51.0000
3.0000	61.0000
3.0000	89.0000
3.0000	65.0000
3.0000	75.0000
3.0000	59.0000
3.0000	61.0000
4.0000	63.0000
4.0000	84.0000
4.0000	95.0000
4.0000	35.0000
4.0000	80.0000
4.0000	109.0000
4.0000	65.0000
4.0000	107.0000
4.0000	76.0000
4.0000	86.0000
4.0000	42.0000
4.0000	80.0000
4.0000	96.0000
4.0000	67.0000
4.0000	40.0000
4.0000	60.0000
4.0000	90.0000
4.0000	57.0000
4.0000	55.0000
4.0000	101.0000
4.0000	134.0000
4.0000	76.0000
4.0000	93.0000
4.0000	67.0000
4.0000	73.0000
4.0000	55.0000
4.0000	45.0000
4.0000	74.0000
5.0000	66.0000
5.0000	63.0000
5.0000	78.0000
5.0000	44.0000
5.0000	59.0000
5.0000	44.0000
5.0000	64.0000
5.0000	57.0000
5.0000	70.0000
5.0000	59.0000
6.0000	80.0000
6.0000	60.0000
6.0000	63.0000
6.0000	62.0000
6.0000	50.0000
6.0000	76.0000
6.0000	70.0000
6.0000	62.0000
6.0000	62.0000
6.0000	63.0000
6.0000	56.0000
6.0000	82.0000
6.0000	63.0000
6.0000	37.0000
6.0000	60.0000
6.0000	43.0000
6.0000	74.0000
6.0000	87.0000
6.0000	99.0000
6.0000	72.0000
6.0000	93.0000
6.0000	50.0000
6.0000	57.0000
6.0000	76.0000
6.0000	55.0000
6.0000	63.0000
7.0000	79.0000
7.0000	93.0000
7.0000	84.0000
8.0000	71.0000
8.0000	99.0000
8.0000	44.0000
8.0000	62.0000
8.0000	94.0000
8.0000	67.0000
8.0000	71.0000
8.0000	69.0000
8.0000	59.0000
8.0000	95.0000
8.0000	50.0000
8.0000	62.0000
9.0000	93.0000
10.0000	77.0000
10.0000	66.0000
10.0000	57.0000
10.0000	80.0000
12.0000	108.0000
12.0000	92.0000
16.0000	77.0000
20.0000	83.0000
0.0000	75.0000
0.0000	56.0000
0.0000	97.0000
0.5000	91.0000
0.5000	62.0000
0.5000	85.0000
0.5000	48.0000
0.5000	74.0000
0.5000	77.0000
0.5000	94.0000
0.5000	70.0000
0.5000	54.0000
0.5000	105.0000
0.5000	79.0000
0.5000	96.0000
0.5000	82.0000
0.5000	73.0000
0.5000	87.0000
0.5000	82.0000
0.5000	79.0000
0.5000	119.0000
0.5000	69.0000
0.5000	107.0000
0.5000	115.0000
0.5000	67.0000
0.5000	101.0000
0.5000	84.0000
0.5000	101.0000
0.5000	46.0000
0.5000	122.0000
0.5000	88.0000
0.5000	79.0000
0.5000	69.0000
0.5000	63.0000
0.5000	64.0000
0.5000	58.0000
0.5000	81.0000
0.5000	78.0000
0.5000	74.0000
0.5000	58.0000
0.5000	56.0000
0.5000	57.0000
0.5000	74.0000
0.5000	75.0000
0.5000	68.0000
0.5000	56.0000
0.5000	65.0000
0.5000	65.0000
0.5000	58.0000
0.5000	58.0000
0.5000	62.0000
0.5000	57.0000
0.5000	54.0000
1.0000	41.0000
1.0000	67.0000
1.0000	80.0000
1.0000	60.0000
1.0000	60.0000
1.0000	65.0000
1.0000	63.0000
1.0000	92.0000
1.0000	78.0000
1.0000	62.0000
1.0000	59.0000
2.0000	82.0000
2.0000	71.0000
2.0000	44.0000
2.0000	66.0000
2.0000	58.0000
2.0000	61.0000
2.0000	69.0000
2.0000	87.0000
2.0000	58.0000
2.0000	44.0000
2.0000	75.0000
2.0000	91.0000
2.0000	85.0000
2.0000	109.0000
2.0000	59.0000
2.0000	58.0000
2.0000	57.0000
3.0000	65.0000
3.0000	71.0000
3.0000	55.0000
3.0000	64.0000
3.0000	47.0000
3.0000	72.0000
3.0000	58.0000
4.0000	54.0000
4.0000	50.0000
4.0000	62.0000
4.0000	48.0000
4.0000	68.0000
4.0000	70.0000
4.0000	70.0000
4.0000	117.0000
4.0000	45.0000
4.0000	49.0000
4.0000	73.0000
4.0000	63.0000
4.0000	57.0000
4.0000	45.0000
4.0000	68.0000
4.0000	55.0000
4.0000	86.0000
4.0000	46.0000
4.0000	52.0000
4.0000	72.0000
4.0000	59.0000
4.0000	43.0000
5.0000	56.0000
5.0000	52.0000
5.0000	45.0000
5.0000	42.0000
5.0000	102.0000
5.0000	71.0000
5.0000	73.0000
6.0000	54.0000
6.0000	67.0000
6.0000	101.0000
6.0000	53.0000
6.0000	94.0000
6.0000	43.0000
6.0000	68.0000
6.0000	36.0000
6.0000	86.0000
6.0000	66.0000
6.0000	80.0000
6.0000	74.0000
6.0000	93.0000
6.0000	109.0000
7.0000	46.0000
7.0000	82.0000
7.0000	50.0000
8.0000	57.0000
8.0000	52.0000
8.0000	70.0000
8.0000	55.0000
8.0000	123.0000
8.0000	55.0000
8.0000	73.0000
8.0000	80.0000
8.0000	83.0000
9.0000	91.0000
10.0000	138.0000
10.0000	41.0000
10.0000	123.0000
10.0000	93.0000
10.0000	87.0000
10.0000	56.0000
12.0000	75.0000
12.0000	69.0000
15.0000	77.0000
16.0000	68.0000
20.0000	99.0000
