C1	C2
1040.0000	79.9900
1055.0000	61.8900
932.0000	40.2700
932.0000	41.0500
978.4000	44.3000
932.0000	47.0300
932.0000	43.7000
932.0000	36.4500
932.0000	45.8500
932.0000	39.2900
978.4000	38.0700
978.4000	28.0200
932.0000	43.0100
932.0000	42.3300
932.0000	47.8100
932.0000	52.9100
1047.0000	39.3600
932.0000	56.1400
932.0000	40.5600
932.0000	42.6200
932.0000	41.8400
1047.0000	28.2400
1047.0000	8.0600
1047.0000	44.2100
932.0000	52.5200
932.0000	53.3000
932.0000	41.1500
932.0000	52.1200
932.0000	37.4300
932.0000	38.6000
932.0000	55.2600
932.0000	52.9100
978.4000	41.7200
932.0000	42.1300
932.0000	53.6900
932.0000	38.4100
932.0000	30.0800
932.0000	37.7200
932.0000	42.2300
932.0000	36.2500
932.0000	50.4600
932.0000	43.7000
932.0000	39.0000
932.0000	53.1000
932.0000	41.5400
932.0000	35.0800
1047.0000	15.0500
932.0000	40.7600
932.0000	26.2600
932.0000	32.8200
932.0000	39.7800
932.0000	46.9300
932.0000	33.1200
932.0000	49.1900
1047.0000	14.5900
978.4000	14.6400
932.0000	41.9300
978.4000	9.1300
932.0000	50.9500
932.0000	33.0200
932.0000	54.3800
932.0000	51.7300
971.0000	9.8700
932.0000	50.6600
932.0000	48.7000
932.0000	55.0600
1047.0000	44.7000
932.0000	30.2800
932.0000	40.8600
1120.0000	71.9900
926.1000	34.4000
1046.9000	28.8000
852.1000	33.4000
936.0000	36.3000
852.1000	29.0000
852.1000	37.8000
852.1000	40.2000
852.1000	33.4000
852.1000	28.1000
852.1000	41.3000
852.1000	33.4000
852.1000	25.2000
946.8000	41.1000
944.7000	35.3000
942.7000	28.3000
1134.3000	28.6000
944.7000	35.3000
1004.6000	24.4000
944.7000	35.3000
884.9000	39.3000
944.7000	40.6000
944.7000	35.3000
944.7000	24.1000
926.1000	46.2000
1046.9000	42.8000
852.1000	49.2000
936.0000	46.8000
852.1000	45.7000
852.1000	55.6000
852.1000	54.9000
852.1000	49.2000
852.1000	34.9000
852.1000	46.9000
852.1000	49.2000
852.1000	33.4000
946.8000	54.1000
944.7000	55.9000
942.7000	49.8000
1134.3000	47.1000
944.7000	55.9000
1004.6000	38.0000
944.7000	55.9000
884.9000	56.1000
944.7000	59.0900
944.7000	22.9000
944.7000	35.1000
926.1000	61.0900
1046.9000	59.8000
852.1000	60.2900
936.0000	61.8000
852.1000	56.7000
852.1000	68.3000
852.1000	66.9000
852.1000	60.2900
852.1000	50.7000
852.1000	56.4000
852.1000	60.2900
852.1000	55.5000
946.8000	68.5000
944.7000	71.3000
942.7000	74.7000
1134.3000	52.2000
944.7000	71.3000
1004.6000	67.7000
944.7000	71.3000
884.9000	66.0000
944.7000	74.5000
944.7000	71.3000
944.7000	49.9000
926.1000	63.4000
1046.9000	64.9000
852.1000	64.3000
936.0000	64.9000
852.1000	60.2000
852.1000	72.3000
852.1000	69.3000
852.1000	64.3000
852.1000	55.2000
852.1000	58.8000
852.1000	64.3000
852.1000	66.1000
946.8000	73.7000
944.7000	77.3000
942.7000	80.2000
1134.3000	54.9000
944.7000	77.3000
1004.6000	72.9900
944.7000	77.3000
884.9000	71.7000
944.7000	79.4000
944.7000	77.3000
944.7000	59.8900
926.1000	64.9000
1046.9000	66.6000
852.1000	65.2000
936.0000	66.7000
852.1000	62.5000
852.1000	74.1900
852.1000	70.7000
852.1000	65.2000
852.1000	57.6000
852.1000	59.2000
852.1000	65.2000
852.1000	68.1000
946.8000	75.5000
944.7000	79.3000
1134.3000	56.5000
944.7000	79.3000
1004.6000	76.8000
944.7000	79.3000
884.9000	73.3000
944.7000	82.6000
944.7000	79.3000
944.7000	67.8000
967.1000	11.5800
967.1000	24.4500
967.1000	24.8900
967.1000	29.4500
967.1000	40.7100
947.0000	10.3800
947.0000	22.1400
947.0000	22.8400
947.0000	27.6600
947.0000	34.5600
1006.4000	12.4500
1006.4000	24.9900
1006.4000	25.7200
1006.4000	33.9600
1006.4000	37.3400
1090.0000	15.0400
1090.0000	21.0600
1090.0000	26.4000
1090.0000	35.3400
1090.0000	40.5700
1057.6000	12.4700
1057.6000	20.9200
1057.6000	24.9000
1057.6000	34.2000
1057.6000	39.6100
1029.4000	10.0300
1029.4000	20.0800
1029.4000	24.4800
1029.4000	31.5400
1029.4000	35.3400
1088.1000	9.4500
1088.1000	22.7200
1088.1000	28.4700
1088.1000	38.5600
1088.1000	40.3900
1058.6000	10.7600
1058.6000	25.4800
1058.6000	21.5400
1058.6000	28.6300
1058.6000	33.5400
1058.7000	7.7500
1058.7000	17.8200
1058.7000	24.2400
1058.7000	32.8500
1058.7000	39.2300
1065.8000	18.0000
1065.8000	30.3900
1065.8000	45.7100
1065.8000	50.7700
1065.8000	53.9000
1066.0000	13.1800
1066.0000	17.8400
1066.0000	40.2300
1066.0000	47.1300
1066.0000	49.9700
1028.1000	13.3600
1028.1000	22.3200
1028.1000	24.5400
1028.1000	31.3500
1028.1000	40.8600
949.9000	19.9300
949.9000	25.6900
949.9000	30.2300
949.9000	39.5900
949.9000	44.3000
956.9000	13.8200
956.9000	24.9200
956.9000	29.2200
956.9000	38.3300
956.9000	42.3500
1007.8000	13.5400
1007.8000	26.3100
1007.8000	31.6400
1007.8000	42.5500
1007.8000	42.9200
1003.8000	13.3300
1003.8000	25.3700
1003.8000	37.4000
1003.8000	44.4000
1003.8000	47.7400
1085.4000	19.5200
1085.4000	31.3500
1085.4000	38.5000
1085.4000	45.0800
1085.4000	47.8200
1056.4000	15.4400
1056.4000	26.7700
1056.4000	33.7300
1056.4000	42.7000
1056.4000	45.8400
1028.4000	17.2200
1028.4000	29.9300
1028.4000	29.6500
1028.4000	36.9700
1028.4000	43.5800
1028.4000	13.1200
1028.4000	24.4300
1028.4000	32.6600
1028.4000	36.6400
1028.4000	44.2100
1055.6000	13.6200
1055.6000	21.6000
1055.6000	27.7700
1055.6000	35.5700
1055.6000	45.3700
1059.4000	7.3200
1059.4000	21.5000
1059.4000	31.2700
1059.4000	43.5000
1059.4000	48.6700
1080.8000	7.4000
1080.8000	23.5100
1080.8000	31.1200
1080.8000	39.1500
1080.8000	48.1500
961.2000	22.5000
961.2000	34.6700
961.2000	34.7400
961.2000	45.0800
961.2000	48.9700
973.9000	23.1400
973.9000	41.8900
973.9000	48.2800
973.9000	51.0400
973.9000	55.6400
955.1000	22.9500
955.1000	35.2300
955.1000	39.9400
955.1000	48.7200
955.1000	52.0400
1006.0000	21.0200
1006.0000	33.3600
1006.0000	33.9400
1006.0000	44.1400
1006.0000	45.3700
987.8000	15.3600
987.8000	28.6800
987.8000	30.8500
987.8000	42.0300
987.8000	51.0600
987.8000	21.7800
987.8000	42.2900
987.8000	50.6000
987.8000	55.8300
987.8000	60.9500
1086.8000	23.5200
1086.8000	42.2200
1086.8000	52.5000
1086.8000	60.3200
1086.8000	66.4200
1053.6000	23.8000
1053.6000	38.7700
1053.6000	51.3300
1053.6000	56.8500
1053.6000	58.6100
1022.8000	21.9100
1022.8000	36.9900
1022.8000	47.4000
1022.8000	51.9600
1022.8000	56.7400
1053.5000	17.5700
1053.5000	33.7300
1053.5000	40.1500
1053.5000	46.6400
1053.5000	50.0800
1052.3000	17.3700
1052.3000	33.7000
1052.3000	45.9400
1052.3000	51.4300
1052.3000	59.3000
1061.7000	30.4500
1061.7000	47.7100
1061.7000	63.1400
1061.7000	66.8200
1061.7000	66.9500
1075.7000	27.4200
1075.7000	35.9600
1075.7000	55.5100
1075.7000	61.9900
1075.7000	63.5300
1014.3000	18.0200
1014.3000	38.6000
1014.3000	52.2000
1014.3000	53.9600
1014.3000	56.6300
1078.7000	15.3400
1078.7000	26.0500
1078.7000	30.2200
1078.7000	37.2700
1078.7000	46.2300
1003.5000	16.2800
1003.5000	25.6200
1003.5000	31.9700
1003.5000	36.3000
1003.5000	43.0600
966.0000	67.5700
1098.0000	57.2300
1130.0000	81.7500
1030.0000	64.0200
1030.0000	78.8000
801.0000	41.3700
855.0000	60.2800
920.0000	56.8300
870.0000	51.0200
903.0000	55.5500
1124.4000	44.1300
1124.4000	39.3800
967.0000	55.6500
996.0000	47.2800
967.0000	44.3300
1120.0000	52.3000
1145.0000	49.2500
801.0000	41.3700
833.0000	29.1600
824.0000	39.4000
981.0000	39.3000
860.0000	67.8700
1044.0000	58.5200
1031.0000	53.5800
1061.0000	59.0000
830.0000	76.2400
1033.0000	69.8400
1005.6000	14.4000
1005.8000	19.4200
1007.3000	20.7300
1006.3000	14.9400
1006.3000	21.2900
1006.2000	23.0800
1007.3000	15.5200
1007.2000	15.8200
1079.0000	12.5500
948.9000	8.4900
1043.6000	15.6100
998.0000	12.1800
1043.6000	11.9800
1005.6000	16.8800
1005.8000	33.0900
1007.3000	34.2400
1006.3000	31.8100
1006.3000	29.7500
1006.2000	33.0100
1007.3000	32.9000
1007.2000	29.5500
1079.0000	19.4200
948.9000	24.6600
1043.6000	29.5900
998.0000	24.2800
1043.6000	20.7300
1005.6000	26.2000
1005.8000	46.3900
1007.3000	39.1600
1006.3000	41.2000
1006.3000	33.6900
1006.2000	38.2000
1007.3000	41.4100
1007.2000	37.8100
1079.0000	24.8500
948.9000	27.2200
1043.6000	44.6400
998.0000	37.2700
1043.6000	33.2700
1005.6000	36.5600
1005.8000	53.7200
1007.3000	48.5900
1006.3000	51.7200
1006.3000	35.8500
1006.2000	53.7700
1007.3000	53.4600
1007.2000	48.9900
1079.0000	31.7200
948.9000	39.6400
1043.6000	51.2600
998.0000	43.3900
1043.6000	39.2700
1005.6000	37.9600
1005.8000	55.0200
1007.3000	49.9900
1006.3000	53.6600
1006.3000	37.6800
1006.2000	56.0600
1007.3000	56.8100
1007.2000	50.9400
1079.0000	33.5600
948.9000	41.1600
1043.6000	52.9600
998.0000	44.2800
1043.6000	40.1500
967.0000	57.0300
967.0000	44.4200
967.0000	51.0200
967.0000	53.3900
967.0000	35.3600
967.0000	25.0200
967.0000	23.3500
967.0000	52.0100
967.0000	38.0200
967.0000	39.3000
967.0000	61.0700
967.0000	56.1400
967.0000	55.2500
967.0000	54.7700
938.0000	50.2400
938.0000	46.6800
938.0000	46.6800
938.0000	22.7500
938.0000	25.5100
938.0000	34.7700
938.0000	36.8400
938.0000	45.9000
938.0000	41.6700
938.0000	56.3400
938.0000	47.9700
938.0000	61.4600
967.0000	44.0300
967.0000	55.4500
882.0000	55.5500
822.0000	57.9200
882.0000	25.6100
882.0000	33.4900
882.0000	59.5900
822.0000	29.5500
822.0000	37.9200
822.0000	61.8600
822.0000	62.0500
882.0000	32.0100
822.0000	72.1000
822.0000	39.0000
822.0000	65.7000
822.0000	32.1100
822.0000	40.2900
822.0000	74.3600
942.0000	21.9700
942.0000	9.8500
942.0000	15.0700
942.0000	23.2500
