C1	C2
42.0000	43.5100
75.0000	41.3300
69.0000	36.7800
42.0000	-8.8200
76.0000	34.6100
72.0000	40.1100
77.0000	12.5200
81.0000	-35.1800
79.0000	48.1200
69.0000	40.2400
73.0000	25.4000
75.0000	26.1900
57.0000	23.7100
77.0000	13.0900
75.0000	53.9700
80.0000	50.8300
75.0000	17.2500
55.0000	6.4800
56.0000	27.4400
62.0000	-16.3000
75.0000	43.8600
65.0000	-24.6600
71.0000	-15.7800
77.0000	4.9400
75.0000	42.7100
52.0000	12.3500
47.0000	-3.3800
57.0000	11.5400
56.0000	3.8600
69.0000	45.4200
52.0000	4.3600
53.0000	12.1100
79.0000	49.4200
77.0000	-33.4500
73.0000	31.1400
60.0000	-11.7000
59.0000	-4.2500
48.0000	-4.3300
79.0000	9.9200
55.0000	5.3300
77.0000	45.8000
77.0000	23.0000
79.0000	35.1700
76.0000	50.0800
78.0000	55.6800
53.0000	11.5800
72.0000	18.4800
73.0000	-0.2300
65.0000	30.0600
71.0000	13.7000
49.0000	3.7500
52.0000	15.3300
74.0000	59.4300
50.0000	9.0000
67.0000	6.9200
69.0000	-18.1400
80.0000	60.1700
81.0000	48.8600
76.0000	4.9300
73.0000	-17.5400
63.0000	0.3900
54.0000	13.4400
74.0000	41.7000
79.0000	52.5200
59.0000	5.5400
80.0000	37.9700
68.0000	12.0500
80.0000	16.0000
75.0000	13.4700
67.0000	14.6200
50.0000	9.5400
45.0000	11.8600
66.0000	6.8000
57.0000	18.5400
69.0000	14.0800
81.0000	22.3000
74.0000	47.5000
81.0000	64.1400
61.0000	28.6300
65.0000	-6.1900
67.0000	35.7100
61.0000	33.3200
78.0000	53.3400
79.0000	31.7900
80.0000	41.9000
74.0000	18.0000
82.0000	35.6800
70.0000	31.9400
70.0000	51.1800
61.0000	-1.2800
74.0000	39.0200
77.0000	37.5100
77.0000	29.3700
70.0000	42.8700
57.0000	17.9700
74.0000	56.9500
72.0000	33.8900
62.0000	-29.3000
42.0000	6.3100
72.0000	32.8800
75.0000	54.6900
79.0000	49.6100
80.0000	22.1800
74.0000	42.0000
54.0000	-18.9200
51.0000	-13.9900
73.0000	3.1500
60.0000	4.1700
50.0000	12.6500
78.0000	35.9000
80.0000	14.6000
60.0000	18.0700
74.0000	-20.1600
75.0000	19.4200
63.0000	47.9100
79.0000	42.4600
68.0000	33.9900
46.0000	-25.9700
62.0000	19.7400
64.0000	-22.5700
56.0000	27.7100
80.0000	52.3700
78.0000	12.1000
75.0000	-22.2800
79.0000	-41.2900
69.0000	12.1500
46.0000	13.5200
49.0000	9.0600
80.0000	59.9100
73.0000	23.6100
61.0000	33.6800
71.0000	31.8800
76.0000	8.9900
59.0000	-9.4700
71.0000	-25.3000
69.0000	-12.0900
69.0000	14.5800
76.0000	52.2200
78.0000	38.7100
79.0000	18.4500
73.0000	25.2900
71.0000	47.0100
78.0000	-20.8700
73.0000	44.4500
25.0000	55.7600
61.0000	27.1500
74.0000	14.0000
70.0000	-13.8300
64.0000	0.3400
71.0000	24.6700
60.0000	14.7000
74.0000	44.8000
40.0000	8.4700
78.0000	1.2900
76.0000	48.2100
77.0000	46.0500
59.0000	-9.4300
41.0000	2.0400
66.0000	-25.7500
81.0000	40.4200
74.0000	6.9200
72.0000	13.2000
55.0000	15.6300
71.0000	5.8200
61.0000	-26.3200
81.0000	59.3300
81.0000	46.9500
71.0000	33.5200
66.0000	38.5700
52.0000	-6.1700
71.0000	13.7600
50.0000	-8.5700
60.0000	6.1200
71.0000	-21.1400
73.0000	10.6600
72.0000	36.8100
69.0000	39.9400
68.0000	37.9500
51.0000	0.3100
74.0000	50.4400
76.0000	24.4800
79.0000	51.5000
79.0000	38.8900
80.0000	18.3400
77.0000	-34.8900
69.0000	41.3200
66.0000	-17.7400
74.0000	10.5000
70.0000	21.0300
56.0000	15.3600
49.0000	-15.4100
63.0000	-17.8200
