C1	C2
56.2900	318.0000
53.0300	500.0000
68.5200	527.0000
70.3200	487.0000
48.4000	404.0000
39.5800	415.0000
62.4200	548.0000
60.4100	492.0000
57.8100	693.0000
57.2400	528.0000
53.8900	260.0000
60.1600	570.0000
63.6700	666.0000
41.9000	449.0000
93.5500	653.0000
59.9600	521.0000
51.7200	428.0000
35.7300	313.0000
59.8900	471.0000
58.3200	437.0000
71.8700	519.0000
58.7300	542.0000
57.8100	500.0000
57.2500	510.0000
38.9500	383.0000
47.2400	480.0000
58.0900	518.0000
61.2800	474.0000
51.3600	413.0000
85.9200	700.0000
69.7200	548.0000
99.0600	395.0000
87.3200	681.0000
70.5100	626.0000
82.7500	587.0000
64.6300	407.0000
58.8500	553.0000
56.0100	502.0000
59.0700	432.0000
75.3600	610.0000
59.9100	475.0000
64.7200	504.0000
36.7900	386.0000
61.1900	429.0000
62.9600	220.0000
53.2200	546.0000
66.8800	531.0000
58.6700	464.0000
74.6700	645.0000
99.5500	543.0000
45.5700	195.0000
41.2400	308.0000
43.0000	409.0000
46.6100	387.0000
43.2200	460.0000
22.6600	218.0000
28.7600	197.0000
27.5900	227.0000
29.9700	287.0000
50.5500	447.0000
37.3200	414.0000
20.9300	168.0000
69.2500	510.0000
44.0800	448.0000
20.8600	150.0000
33.0100	322.0000
27.2800	183.0000
34.9100	272.0000
31.6600	310.0000
31.9400	253.0000
29.1300	268.0000
23.3300	184.0000
34.2700	279.0000
21.8700	162.0000
39.3500	325.0000
24.4200	150.0000
49.4200	291.0000
44.1500	306.0000
25.9000	227.0000
33.4800	358.0000
33.0400	377.0000
36.0200	345.0000
27.7000	227.0000
37.7500	380.0000
36.1800	396.0000
37.5200	356.0000
31.5700	265.0000
52.6700	511.0000
31.6300	330.0000
48.5100	406.0000
24.2500	210.0000
23.4100	184.0000
49.9400	337.0000
45.8900	373.0000
57.4200	88.0000
36.9200	387.0000
32.5100	323.0000
26.6500	273.0000
23.8200	223.0000
33.3200	349.0000
18.6000	37.0000
20.5600	32.0000
20.5400	24.0000
24.6300	27.0000
25.0400	19.0000
25.8700	49.0000
18.6500	16.0000
27.0900	47.0000
20.0100	0.0000
18.3100	36.0000
31.3200	31.0000
20.7600	18.0000
26.5700	28.0000
25.2800	8.0000
10.6800	31.0000
19.4400	30.0000
21.7500	24.0000
31.3500	29.0000
6.3370	37.0000
16.3400	42.0000
25.4300	55.0000
23.3700	34.0000
19.6200	51.0000
18.1700	46.0000
20.6900	63.0000
17.6200	52.0000
18.2000	51.0000
24.2700	51.0000
12.0200	30.0000
26.8100	50.0000
20.5300	51.0000
28.5500	51.0000
12.5500	25.0000
16.4400	42.0000
20.6400	65.0000
30.3600	64.0000
21.3400	63.0000
21.8700	57.0000
18.9400	52.0000
18.9700	63.0000
17.5900	50.0000
23.2000	74.0000
18.4100	69.0000
17.3200	75.0000
16.5100	48.0000
21.2000	63.0000
23.5000	49.0000
19.3300	85.0000
21.3900	68.0000
16.7300	79.0000
