C1	C2
2.5000	79.9900
2.5000	61.8900
0.0000	40.2700
0.0000	41.0500
0.0000	44.3000
0.0000	47.0300
0.0000	43.7000
0.0000	36.4500
0.0000	45.8500
0.0000	39.2900
0.0000	38.0700
0.0000	28.0200
0.0000	43.0100
0.0000	42.3300
0.0000	47.8100
0.0000	52.9100
0.0000	39.3600
0.0000	56.1400
0.0000	40.5600
0.0000	42.6200
0.0000	41.8400
0.0000	28.2400
0.0000	8.0600
0.0000	44.2100
0.0000	52.5200
0.0000	53.3000
0.0000	41.1500
0.0000	52.1200
0.0000	37.4300
0.0000	38.6000
0.0000	55.2600
0.0000	52.9100
0.0000	41.7200
0.0000	42.1300
0.0000	53.6900
0.0000	38.4100
0.0000	30.0800
0.0000	37.7200
0.0000	42.2300
0.0000	36.2500
0.0000	50.4600
0.0000	43.7000
0.0000	39.0000
0.0000	53.1000
0.0000	41.5400
0.0000	35.0800
0.0000	15.0500
0.0000	40.7600
0.0000	26.2600
0.0000	32.8200
0.0000	39.7800
0.0000	46.9300
0.0000	33.1200
0.0000	49.1900
0.0000	14.5900
0.0000	14.6400
0.0000	41.9300
0.0000	9.1300
0.0000	50.9500
0.0000	33.0200
0.0000	54.3800
0.0000	51.7300
0.0000	9.8700
0.0000	50.6600
0.0000	48.7000
0.0000	55.0600
0.0000	44.7000
0.0000	30.2800
0.0000	40.8600
0.0000	71.9900
10.1000	34.4000
8.6000	28.8000
16.5000	33.4000
18.6000	36.3000
23.4000	29.0000
8.9000	37.8000
32.2000	40.2000
16.5000	33.4000
12.1000	28.1000
28.2000	41.3000
16.5000	33.4000
14.3000	25.2000
11.4000	41.1000
11.6000	35.3000
10.3000	28.3000
15.9000	28.6000
11.6000	35.3000
11.2000	24.4000
11.6000	35.3000
11.1000	39.3000
22.0000	40.6000
11.6000	35.3000
9.5000	24.1000
10.1000	46.2000
8.6000	42.8000
16.5000	49.2000
18.6000	46.8000
23.4000	45.7000
8.9000	55.6000
32.2000	54.9000
16.5000	49.2000
12.1000	34.9000
28.2000	46.9000
16.5000	49.2000
14.3000	33.4000
11.4000	54.1000
11.6000	55.9000
10.3000	49.8000
15.9000	47.1000
11.6000	55.9000
11.2000	38.0000
11.6000	55.9000
11.1000	56.1000
22.0000	59.0900
11.6000	22.9000
9.5000	35.1000
10.1000	61.0900
8.6000	59.8000
16.5000	60.2900
18.6000	61.8000
23.4000	56.7000
8.9000	68.3000
32.2000	66.9000
16.5000	60.2900
12.1000	50.7000
28.2000	56.4000
16.5000	60.2900
14.3000	55.5000
11.4000	68.5000
11.6000	71.3000
10.3000	74.7000
15.9000	52.2000
11.6000	71.3000
11.2000	67.7000
11.6000	71.3000
11.1000	66.0000
22.0000	74.5000
11.6000	71.3000
9.5000	49.9000
10.1000	63.4000
8.6000	64.9000
16.5000	64.3000
18.6000	64.9000
23.4000	60.2000
8.9000	72.3000
32.2000	69.3000
16.5000	64.3000
12.1000	55.2000
28.2000	58.8000
16.5000	64.3000
14.3000	66.1000
11.4000	73.7000
11.6000	77.3000
10.3000	80.2000
15.9000	54.9000
11.6000	77.3000
11.2000	72.9900
11.6000	77.3000
11.1000	71.7000
22.0000	79.4000
11.6000	77.3000
9.5000	59.8900
10.1000	64.9000
8.6000	66.6000
16.5000	65.2000
18.6000	66.7000
23.4000	62.5000
8.9000	74.1900
32.2000	70.7000
16.5000	65.2000
12.1000	57.6000
28.2000	59.2000
16.5000	65.2000
14.3000	68.1000
11.4000	75.5000
11.6000	79.3000
15.9000	56.5000
11.6000	79.3000
11.2000	76.8000
11.6000	79.3000
11.1000	73.3000
22.0000	82.6000
11.6000	79.3000
9.5000	67.8000
4.5000	11.5800
4.5000	24.4500
4.5000	24.8900
4.5000	29.4500
4.5000	40.7100
4.6000	10.3800
4.6000	22.1400
4.6000	22.8400
4.6000	27.6600
4.6000	34.5600
7.5000	12.4500
7.5000	24.9900
7.5000	25.7200
7.5000	33.9600
7.5000	37.3400
7.8000	15.0400
7.8000	21.0600
7.8000	26.4000
7.8000	35.3400
7.8000	40.5700
5.7000	12.4700
5.7000	20.9200
5.7000	24.9000
5.7000	34.2000
5.7000	39.6100
4.6000	10.0300
4.6000	20.0800
4.6000	24.4800
4.6000	31.5400
4.6000	35.3400
9.9000	9.4500
9.9000	22.7200
9.9000	28.4700
9.9000	38.5600
9.9000	40.3900
4.5000	10.7600
4.5000	25.4800
4.5000	21.5400
4.5000	28.6300
4.5000	33.5400
5.7000	7.7500
5.7000	17.8200
5.7000	24.2400
5.7000	32.8500
5.7000	39.2300
6.9000	18.0000
6.9000	30.3900
6.9000	45.7100
6.9000	50.7700
6.9000	53.9000
6.7000	13.1800
6.7000	17.8400
6.7000	40.2300
6.7000	47.1300
6.7000	49.9700
6.1000	13.3600
6.1000	22.3200
6.1000	24.5400
6.1000	31.3500
6.1000	40.8600
7.0000	19.9300
7.0000	25.6900
7.0000	30.2300
7.0000	39.5900
7.0000	44.3000
5.5000	13.8200
5.5000	24.9200
5.5000	29.2200
5.5000	38.3300
5.5000	42.3500
8.7000	13.5400
8.7000	26.3100
8.7000	31.6400
8.7000	42.5500
8.7000	42.9200
10.4000	13.3300
10.4000	25.3700
10.4000	37.4000
10.4000	44.4000
10.4000	47.7400
7.8000	19.5200
7.8000	31.3500
7.8000	38.5000
7.8000	45.0800
7.8000	47.8200
6.7000	15.4400
6.7000	26.7700
6.7000	33.7300
6.7000	42.7000
6.7000	45.8400
5.8000	17.2200
5.8000	29.9300
5.8000	29.6500
5.8000	36.9700
5.8000	43.5800
6.4000	13.1200
6.4000	24.4300
6.4000	32.6600
6.4000	36.6400
6.4000	44.2100
7.6000	13.6200
7.6000	21.6000
7.6000	27.7700
7.6000	35.5700
7.6000	45.3700
8.2000	7.3200
8.2000	21.5000
8.2000	31.2700
8.2000	43.5000
8.2000	48.6700
10.8000	7.4000
10.8000	23.5100
10.8000	31.1200
10.8000	39.1500
10.8000	48.1500
9.4000	22.5000
9.4000	34.6700
9.4000	34.7400
9.4000	45.0800
9.4000	48.9700
11.8000	23.1400
11.8000	41.8900
11.8000	48.2800
11.8000	51.0400
11.8000	55.6400
8.9000	22.9500
8.9000	35.2300
8.9000	39.9400
8.9000	48.7200
8.9000	52.0400
12.4000	21.0200
12.4000	33.3600
12.4000	33.9400
12.4000	44.1400
12.4000	45.3700
12.8000	15.3600
12.8000	28.6800
12.8000	30.8500
12.8000	42.0300
12.8000	51.0600
14.2000	21.7800
14.2000	42.2900
14.2000	50.6000
14.2000	55.8300
14.2000	60.9500
12.0000	23.5200
12.0000	42.2200
12.0000	52.5000
12.0000	60.3200
12.0000	66.4200
9.9000	23.8000
9.9000	38.7700
9.9000	51.3300
9.9000	56.8500
9.9000	58.6100
9.5000	21.9100
9.5000	36.9900
9.5000	47.4000
9.5000	51.9600
9.5000	56.7400
10.2000	17.5700
10.2000	33.7300
10.2000	40.1500
10.2000	46.6400
10.2000	50.0800
11.7000	17.3700
11.7000	33.7000
11.7000	45.9400
11.7000	51.4300
11.7000	59.3000
11.2000	30.4500
11.2000	47.7100
11.2000	63.1400
11.2000	66.8200
11.2000	66.9500
11.9000	27.4200
11.9000	35.9600
11.9000	55.5100
11.9000	61.9900
11.9000	63.5300
9.6000	18.0200
9.6000	38.6000
9.6000	52.2000
9.6000	53.9600
9.6000	56.6300
11.3000	15.3400
11.3000	26.0500
11.3000	30.2200
11.3000	37.2700
11.3000	46.2300
0.0000	16.2800
0.0000	25.6200
0.0000	31.9700
0.0000	36.3000
0.0000	43.0600
4.0000	67.5700
1.9000	57.2300
5.9000	81.7500
0.0000	64.0200
11.3000	78.8000
8.2000	41.3700
5.2000	60.2800
6.9000	56.8300
5.2000	51.0200
20.0000	55.5500
3.0000	44.1300
3.0000	39.3800
20.8000	55.6500
17.9000	47.2800
15.3000	44.3300
0.0000	52.3000
0.0000	49.2500
8.3000	41.3700
5.7000	29.1600
6.4000	39.4000
5.9000	39.3000
9.5000	67.8700
9.5000	58.5200
7.6000	53.5800
9.0000	59.0000
10.4000	76.2400
9.0000	69.8400
0.0000	14.4000
8.1000	19.4200
3.6000	20.7300
7.8000	14.9400
4.1000	21.2900
6.5000	23.0800
7.9000	15.5200
9.7000	15.8200
9.9000	12.5500
5.3000	8.4900
11.7000	15.6100
7.5000	12.1800
5.8000	11.9800
0.0000	16.8800
8.1000	33.0900
3.6000	34.2400
7.8000	31.8100
4.1000	29.7500
6.5000	33.0100
7.9000	32.9000
9.7000	29.5500
9.9000	19.4200
5.3000	24.6600
11.7000	29.5900
7.5000	24.2800
5.8000	20.7300
0.0000	26.2000
8.1000	46.3900
3.6000	39.1600
7.8000	41.2000
4.1000	33.6900
6.5000	38.2000
7.9000	41.4100
9.7000	37.8100
9.9000	24.8500
5.3000	27.2200
11.7000	44.6400
7.5000	37.2700
5.8000	33.2700
0.0000	36.5600
8.1000	53.7200
3.6000	48.5900
7.8000	51.7200
4.1000	35.8500
6.5000	53.7700
7.9000	53.4600
9.7000	48.9900
9.9000	31.7200
5.3000	39.6400
11.7000	51.2600
7.5000	43.3900
5.8000	39.2700
0.0000	37.9600
8.1000	55.0200
3.6000	49.9900
7.8000	53.6600
4.1000	37.6800
6.5000	56.0600
7.9000	56.8100
9.7000	50.9400
9.9000	33.5600
5.3000	41.1600
11.7000	52.9600
7.5000	44.2800
5.8000	40.1500
11.6000	57.0300
11.6000	44.4200
11.6000	51.0200
10.3000	53.3900
11.6000	35.3600
11.6000	25.0200
11.6000	23.3500
11.6000	52.0100
11.6000	38.0200
11.6000	39.3000
11.6000	61.0700
11.6000	56.1400
11.6000	55.2500
10.3000	54.7700
14.3000	50.2400
13.9000	46.6800
11.6000	46.6800
14.3000	22.7500
13.9000	25.5100
11.6000	34.7700
14.3000	36.8400
13.9000	45.9000
11.6000	41.6700
14.3000	56.3400
13.9000	47.9700
11.6000	61.4600
13.1000	44.0300
12.3000	55.4500
3.9000	55.5500
3.9000	57.9200
3.9000	25.6100
3.9000	33.4900
3.9000	59.5900
3.9000	29.5500
3.9000	37.9200
3.9000	61.8600
8.5000	62.0500
8.5000	32.0100
8.9000	72.1000
8.5000	39.0000
8.5000	65.7000
8.9000	32.1100
8.9000	40.2900
8.9000	74.3600
1.7000	21.9700
1.7000	9.8500
1.7000	15.0700
1.7000	23.2500
5.5000	43.7300
5.5000	13.4000
5.5000	24.1300
5.5000	44.5200
10.9000	62.9400
10.9000	59.4900
10.9000	25.1200
10.9000	23.6400
10.9000	35.7500
10.9000	38.6100
10.9000	68.7500
10.9000	66.7800
0.0000	23.8500
0.0000	32.0700
0.0000	11.6500
0.0000	19.2000
0.0000	48.8500
0.0000	39.6000
0.0000	43.9400
0.0000	34.5700
0.0000	54.3200
0.0000	24.4000
0.0000	15.6200
0.0000	21.8600
0.0000	10.2200
0.0000	14.6000
0.0000	18.7500
0.0000	31.9700
0.0000	23.4000
0.0000	25.5700
0.0000	41.6800
0.0000	27.7400
0.0000	8.2000
0.0000	9.6200
0.0000	25.4200
0.0000	15.6900
0.0000	27.9400
0.0000	32.6300
0.0000	17.2400
0.0000	19.7700
0.0000	39.4400
0.0000	25.7500
0.0000	33.0800
0.0000	24.0700
0.0000	21.8200
0.0000	21.0700
0.0000	14.8400
0.0000	32.0500
0.0000	11.9600
0.0000	25.4500
0.0000	22.4900
0.0000	25.2200
0.0000	39.7000
0.0000	13.0900
0.0000	38.7000
0.0000	7.5100
0.0000	17.5800
0.0000	21.1800
0.0000	18.2000
0.0000	17.2000
0.0000	22.6300
0.0000	21.8600
0.0000	12.3700
0.0000	25.7300
0.0000	37.8100
