C1	C2
4.0167	66.9833
4.3833	81.6167
4.2833	72.7167
2.0333	53.9667
4.8333	76.1667
1.8333	48.1667
5.4500	83.5500
1.6167	52.3833
4.8667	85.1333
4.3833	68.6167
1.7667	58.2333
4.7333	77.2667
4.2167	79.7833
1.9000	52.1000
2.8333	65.1667
4.5000	71.5000
4.0667	73.9333
3.7167	70.2833
3.5167	81.4833
4.4667	70.5333
2.2167	62.7833
4.8833	71.1167
2.6000	55.4000
4.1500	86.8500
2.2000	47.8000
4.7667	82.2333
1.8333	46.1667
4.6000	88.4000
2.2667	51.7333
1.8833	58.1167
4.2667	82.7333
2.0833	46.9167
4.4667	75.5333
1.7667	41.2333
4.3333	84.6667
2.1833	57.8167
4.4833	79.5167
3.8833	65.1167
3.3333	70.6667
1.9500	48.0500
3.5333	69.4667
2.1667	59.8333
4.5000	74.5000
2.0167	51.9833
4.1500	75.8500
4.2000	68.8000
4.3333	76.6667
1.9333	60.0667
4.6500	76.3500
3.8167	67.1833
4.0333	74.9667
4.1667	76.8333
4.6667	69.3333
4.4500	75.5500
2.0500	47.9500
4.2500	82.7500
1.9167	49.0833
4.6667	77.3333
1.7333	56.2667
4.3833	76.6167
1.7667	47.2333
4.6000	87.4000
1.8667	48.1333
4.4500	83.5500
1.6333	60.3667
5.0333	87.9667
1.8167	54.1833
5.1000	83.9000
1.6333	49.3667
2.9333	66.0667
4.7333	70.2667
3.9000	73.1000
1.9500	51.0500
4.1167	75.8833
1.8000	53.2000
4.6667	82.3333
1.8333	51.1667
4.7000	80.3000
2.1167	58.8833
4.7833	88.2167
1.8167	52.1833
4.1000	71.9000
4.2167	66.7833
4.1333	72.8667
3.9333	72.0667
3.7500	90.2500
4.4167	70.5833
2.4667	47.5333
4.1667	78.8333
3.8000	78.2000
4.3167	67.6833
3.8667	73.1333
4.6833	70.3167
1.7000	63.3000
4.9667	74.0333
4.2667	67.7333
1.9833	62.0167
4.6000	75.4000
0.8333	48.1667
4.9167	83.0833
1.7333	52.2667
4.5833	80.4167
1.7000	49.3000
4.7500	91.2500
1.8333	48.1667
4.5000	75.5000
1.8667	76.1333
4.4500	76.5500
1.9333	47.0667
3.7000	80.3000
2.8667	54.1333
4.8333	79.1667
3.4500	69.5500
4.3833	73.6167
1.8000	55.2000
4.4000	74.6000
2.4833	54.5167
4.5167	85.4833
2.1000	59.9000
4.3500	82.6500
4.3667	73.6333
1.7833	50.2167
4.9167	93.0833
3.8667	80.1333
1.8500	48.1500
4.7000	78.3000
2.0167	57.9833
4.4667	75.5333
1.8667	48.1333
4.1667	83.8333
1.9000	48.1000
4.2500	79.7500
3.2500	70.7500
4.2167	71.7833
1.8833	63.1167
4.9833	84.0167
1.9667	49.0333
2.3833	66.6167
4.4167	87.5833
4.2167	63.7833
4.4500	76.5500
1.7500	53.2500
4.5000	88.5000
1.6167	51.3833
4.7000	79.3000
2.5667	67.4333
3.7000	69.3000
4.2333	88.7667
1.9333	48.0667
4.1333	75.8667
1.8833	47.1167
4.4667	86.5333
1.9500	51.0500
4.2167	81.7833
1.7167	47.2833
4.4500	74.5500
4.2500	84.7500
3.9667	83.0333
4.3833	71.6167
1.9667	57.0333
4.4500	75.5500
4.2667	84.7333
1.9167	43.0833
3.2833	70.7167
1.8333	63.1667
4.6167	73.3833
1.8333	55.1667
4.6167	82.3833
4.6000	67.4000
4.2500	79.7500
1.9333	45.0667
4.9833	79.0167
1.9667	55.0333
4.3000	82.7000
4.2000	63.8000
4.5333	81.4667
4.4000	70.6000
4.5000	91.5000
2.7500	60.2500
4.7333	79.2667
3.9667	72.0333
1.9500	60.0500
4.9667	78.0333
1.8500	48.1500
1.9333	46.0667
4.3333	88.6667
1.6667	45.3333
4.7667	82.2333
1.9500	49.0500
4.6833	73.3167
1.9333	52.0667
4.4167	82.5833
2.1333	49.8667
4.0833	80.9167
