C1	C2
1.0000	3.6300
1.0000	3.2400
1.0000	3.9800
1.0000	3.6600
1.0000	4.3400
1.0000	4.3600
1.0000	4.1700
1.0000	3.4000
1.0000	3.7500
1.0000	4.2000
1.0000	4.0200
1.0000	3.9000
1.0000	3.8100
1.0000	3.6200
1.0000	3.6600
1.0000	4.4400
1.0000	4.2300
1.0000	3.5300
1.0000	4.4700
1.0000	3.9300
1.0000	3.2700
1.0000	3.3200
1.0000	3.3800
1.0000	3.8000
1.0000	4.1700
1.0000	4.5900
1.0000	4.0700
1.0000	4.3200
1.0000	3.5600
1.0000	3.6700
1.0000	4.1500
1.0000	3.5100
1.0000	4.2000
1.0000	4.1200
1.0000	3.5200
1.0000	4.0800
1.0000	4.0200
1.0000	3.1800
1.0000	4.1100
1.0000	3.2700
1.0000	3.9700
1.0000	3.3100
1.0000	4.1200
1.0000	3.9200
1.0000	3.7800
1.0000	4.0000
1.0000	4.3700
1.0000	3.6900
1.0000	4.2000
1.0000	3.3100
1.0000	3.1300
1.0000	3.7300
1.0000	4.3200
1.0000	3.0400
1.0000	3.8400
1.0000	3.9800
1.0000	4.1800
1.0000	4.2000
1.0000	3.2500
1.0000	3.3400
1.0000	3.5000
1.0000	4.1300
1.0000	3.9000
1.0000	3.5000
1.0000	4.1000
1.0000	2.6900
1.0000	4.0600
1.0000	3.8800
1.0000	3.9500
1.0000	3.6700
1.0000	4.2700
2.0000	3.5700
2.0000	3.2500
2.0000	3.6000
2.0000	3.5000
2.0000	3.7600
2.0000	3.7100
2.0000	3.6000
2.0000	3.4200
2.0000	3.8900
2.0000	3.5900
2.0000	3.9000
2.0000	3.3300
2.0000	4.0000
2.0000	3.2200
2.0000	3.6600
2.0000	3.8500
2.0000	3.7500
2.0000	3.1000
2.0000	3.8600
2.0000	3.7900
2.0000	3.8400
2.0000	3.6100
2.0000	3.3800
2.0000	3.5100
2.0000	3.7100
2.0000	3.8600
2.0000	3.4500
2.0000	3.3700
2.0000	3.1400
2.0000	3.3300
2.0000	3.5500
2.0000	3.9000
2.0000	3.3100
2.0000	3.5600
2.0000	3.6400
2.0000	3.6200
2.0000	3.4500
2.0000	3.1200
2.0000	4.0900
2.0000	3.4000
2.0000	3.6000
2.0000	3.4200
2.0000	3.2500
2.0000	3.5500
2.0000	3.4000
2.0000	3.7400
2.0000	4.0600
2.0000	3.3800
2.0000	3.3500
2.0000	3.0400
2.0000	3.3400
2.0000	3.6100
2.0000	3.7000
2.0000	2.8900
2.0000	3.5100
2.0000	3.3000
2.0000	4.1200
2.0000	3.4000
2.0000	3.7500
2.0000	3.0000
2.0000	3.3500
2.0000	3.1200
2.0000	3.1900
2.0000	3.1200
2.0000	3.4200
2.0000	3.3900
2.0000	3.8500
2.0000	3.8100
2.0000	3.2200
2.0000	3.2600
2.0000	3.9500
3.0000	3.4700
3.0000	3.2900
3.0000	3.4300
3.0000	3.0500
3.0000	3.6800
3.0000	3.4200
3.0000	3.5200
3.0000	3.5100
3.0000	3.6500
3.0000	3.5500
3.0000	3.7300
3.0000	3.2500
3.0000	3.5700
3.0000	3.6200
3.0000	3.2800
3.0000	3.5500
3.0000	3.8200
3.0000	3.9000
3.0000	3.3400
3.0000	3.6800
3.0000	3.4600
3.0000	3.2500
3.0000	3.1000
3.0000	3.1900
3.0000	3.3200
3.0000	3.6200
3.0000	3.5600
3.0000	3.4700
3.0000	3.6000
3.0000	3.2000
3.0000	3.2700
3.0000	2.7500
3.0000	3.3000
3.0000	3.5800
3.0000	3.1000
3.0000	3.5500
3.0000	3.2800
3.0000	2.8700
3.0000	3.5400
3.0000	3.5000
3.0000	3.5000
3.0000	3.2400
3.0000	3.1400
3.0000	3.7400
3.0000	3.1700
3.0000	3.4800
3.0000	3.7700
3.0000	3.0000
3.0000	3.3700
3.0000	2.8000
3.0000	3.3400
3.0000	3.8200
3.0000	3.6200
3.0000	2.7800
3.0000	3.3900
3.0000	3.0200
3.0000	3.8400
3.0000	3.5500
3.0000	3.4200
3.0000	3.1000
3.0000	3.0500
3.0000	2.9600
3.0000	3.5300
3.0000	3.3300
3.0000	3.5800
3.0000	3.2000
3.0000	3.9300
3.0000	3.4400
3.0000	3.3800
3.0000	3.3500
3.0000	3.8500
4.0000	3.6500
4.0000	3.0900
4.0000	3.3000
4.0000	2.9000
4.0000	3.5100
4.0000	3.9500
4.0000	3.1000
4.0000	3.3900
4.0000	3.4200
4.0000	3.2700
4.0000	3.5500
4.0000	3.2200
4.0000	3.4700
4.0000	3.0200
4.0000	3.1000
4.0000	3.2200
4.0000	3.6000
4.0000	3.4800
4.0000	3.4900
4.0000	3.5800
4.0000	3.4400
4.0000	3.4800
4.0000	3.0900
4.0000	3.1100
4.0000	3.1000
4.0000	3.6000
4.0000	3.1000
4.0000	3.4600
4.0000	3.3600
4.0000	2.7200
4.0000	3.2700
4.0000	3.3700
4.0000	3.3200
4.0000	3.4700
4.0000	3.1900
4.0000	3.4300
4.0000	3.3100
4.0000	3.0400
4.0000	3.1500
4.0000	3.3800
4.0000	3.5000
4.0000	3.3800
4.0000	3.0000
4.0000	3.4600
4.0000	3.2800
4.0000	3.7500
4.0000	3.4000
4.0000	3.5000
4.0000	3.0700
4.0000	3.1700
4.0000	3.2500
4.0000	3.6100
4.0000	3.5000
4.0000	2.8400
4.0000	2.8800
4.0000	2.9900
4.0000	3.6500
4.0000	3.4500
4.0000	3.3800
4.0000	3.3100
4.0000	2.9200
4.0000	2.8600
4.0000	3.4500
4.0000	3.2200
4.0000	3.1100
4.0000	3.0600
4.0000	4.0000
4.0000	3.1400
4.0000	3.2000
4.0000	3.2800
4.0000	3.8500
5.0000	3.8900
5.0000	3.3800
5.0000	3.2900
5.0000	2.7200
5.0000	3.4500
5.0000	4.0600
5.0000	3.7800
5.0000	3.3500
5.0000	3.3200
5.0000	3.1900
5.0000	3.7100
5.0000	3.3500
5.0000	3.5200
5.0000	3.2800
5.0000	2.6600
5.0000	3.4000
5.0000	4.0900
5.0000	3.3500
5.0000	3.7400
5.0000	3.7600
5.0000	3.4000
5.0000	3.5800
5.0000	3.1500
5.0000	3.3500
5.0000	3.0700
5.0000	3.6500
5.0000	3.9200
5.0000	3.3100
5.0000	3.3700
5.0000	2.9500
5.0000	3.6500
5.0000	3.5100
5.0000	3.2900
5.0000	3.2000
5.0000	2.9500
5.0000	3.1300
5.0000	3.3700
5.0000	2.8800
5.0000	3.5700
5.0000	3.2900
5.0000	3.5800
5.0000	3.3900
5.0000	3.2000
5.0000	3.4500
5.0000	3.2700
5.0000	3.7800
5.0000	3.3000
5.0000	3.0900
5.0000	2.8200
5.0000	2.9200
5.0000	2.7900
5.0000	3.4500
5.0000	3.5700
5.0000	2.6100
5.0000	3.4100
5.0000	2.8400
5.0000	3.6500
5.0000	3.4500
5.0000	3.5200
5.0000	3.3000
5.0000	2.8300
5.0000	2.7400
5.0000	3.3100
5.0000	3.2000
5.0000	3.0600
5.0000	3.4600
5.0000	4.2000
5.0000	3.1000
5.0000	3.4000
5.0000	2.9400
5.0000	3.9500
6.0000	3.7300
6.0000	3.3300
6.0000	3.2500
6.0000	3.1100
6.0000	3.5300
6.0000	3.7300
6.0000	3.4200
6.0000	3.1300
6.0000	3.2700
6.0000	3.6000
6.0000	3.4000
6.0000	3.2400
6.0000	3.6300
6.0000	3.1500
6.0000	3.0000
6.0000	3.2800
6.0000	3.8400
6.0000	3.3500
6.0000	3.2400
6.0000	3.6600
6.0000	3.5000
6.0000	3.4700
6.0000	2.7700
6.0000	3.4600
6.0000	3.1100
6.0000	3.7500
6.0000	3.2000
6.0000	3.5700
6.0000	3.4400
6.0000	3.0700
6.0000	3.5800
6.0000	3.6400
6.0000	3.1700
6.0000	3.5000
6.0000	2.7500
6.0000	3.2800
6.0000	3.2600
6.0000	3.0800
6.0000	3.2300
6.0000	3.6000
6.0000	3.5800
6.0000	3.7000
6.0000	3.5500
6.0000	3.4800
6.0000	3.6900
6.0000	3.7700
6.0000	3.2700
6.0000	3.3000
6.0000	3.0500
6.0000	2.8400
6.0000	3.0000
6.0000	3.3600
6.0000	3.2800
6.0000	3.0000
6.0000	3.4900
6.0000	2.9200
6.0000	3.5400
6.0000	3.3000
6.0000	2.7200
6.0000	3.2600
6.0000	3.1500
6.0000	3.2400
6.0000	3.4500
6.0000	2.8200
6.0000	3.1000
6.0000	3.1400
6.0000	3.9000
6.0000	3.3500
6.0000	3.3400
6.0000	3.3000
6.0000	3.4500
7.0000	3.7700
7.0000	3.0000
7.0000	2.9300
7.0000	3.0500
7.0000	3.6000
7.0000	3.9200
7.0000	3.6600
7.0000	3.2100
7.0000	3.3400
7.0000	3.5000
7.0000	3.4900
7.0000	3.1600
7.0000	3.4500
7.0000	3.5200
7.0000	3.1500
7.0000	3.4200
7.0000	3.6200
7.0000	3.6500
7.0000	3.7100
7.0000	3.5700
7.0000	3.6300
7.0000	3.6000
7.0000	3.4000
7.0000	3.2000
7.0000	3.2900
7.0000	3.7100
