X1	X2	X3	X4	X5	X6	X7	X8
-3.238904	-0.675236	-5.106323	-3.312515	-4.294091	-4.247758	-2.471959	-4.135091
-2.209924	-1.172029	-2.098535	-4.173883	-5.291681	-2.492372	-2.302649	-3.055030
-3.199355	-0.522203	-3.166017	-3.115896	-2.578627	-2.351057	-3.659645	-4.426405
-2.497397	-0.670058	-5.060971	-0.462254	-0.189030	0.238086	-2.277347	-1.109518
-0.365949	0.671102	0.122001	-0.690461	0.560008	0.120956	-1.713756	-2.220070
2.066787	-2.744223	1.230798	2.432482	4.646287	0.315052	0.791127	-0.663563
3.232312	-1.782736	1.719917	2.233374	2.748607	0.880673	0.447302	-1.518998
1.988826	-0.153736	2.498558	2.275212	2.227467	0.305519	3.922269	-1.656078
2.852228	-2.839527	0.748018	1.779695	1.991065	1.328789	3.907526	2.702796
0.388320	-1.598509	3.056195	0.713122	2.507802	1.714382	1.027074	-0.994477
-0.614000	-1.949784	2.298389	3.606290	2.674176	0.754098	3.770512	1.069602
1.034768	-1.469054	0.870296	1.804898	1.628587	0.342435	0.814639	-0.462470
0.125526	-1.380520	1.172616	0.736644	0.522935	-0.803108	-1.183144	-0.410894
-1.289828	-1.266185	0.218647	0.567627	-2.809482	-2.486630	-0.875640	-4.115671
-1.431592	-2.669648	-3.321814	-1.245255	-4.231863	-2.347232	-0.734348	-2.093502
-2.331568	-1.100513	-3.023466	-4.674904	-2.351110	-1.253216	-0.474968	-2.473089
-2.319854	-0.677680	-2.083013	-1.368821	-2.074823	-1.553182	1.835498	-2.487334
-0.339250	-3.001752	-1.050556	-1.135007	-1.430902	-1.671430	0.840650	-2.451838
2.233543	-2.751229	-1.093497	-2.002365	-1.567349	-0.111761	1.513289	-1.655201
4.709327	0.801486	1.565564	-1.716495	-2.291363	-1.488577	0.233512	0.443774
3.166401	0.518192	0.568324	0.875901	-1.783145	-0.532176	-1.192279	1.572587
3.524065	-1.324813	0.727281	-0.844679	-1.493796	0.215239	-3.534787	3.346136
3.815221	2.654669	0.862835	-0.225736	1.893885	1.722069	-1.742310	1.623521
3.994768	3.969338	1.869283	0.036928	0.837896	1.870213	1.471950	4.008539
1.485107	3.393290	1.271425	-1.567487	1.560737	2.322870	-0.661008	2.749689
1.083638	4.310326	0.115258	-0.430383	3.243007	0.341341	0.681317	3.400372
0.179262	2.137042	-0.263020	0.565437	3.803107	1.133823	0.376524	2.924185
2.745979	4.709638	1.843492	3.681274	3.256336	3.900318	0.830112	4.360327
1.434390	6.490311	4.071690	2.046226	5.387594	2.613424	1.078681	2.332297
4.096895	4.184261	2.585174	5.256591	4.118879	2.778341	4.426430	1.634595
4.546694	2.485285	2.997342	5.654469	3.415593	0.733868	3.046660	1.497019
3.547589	-1.051819	3.774192	4.083557	4.364534	1.718506	1.290168	0.479568
5.956279	-3.140252	1.258924	4.202956	3.178302	1.819553	0.347056	1.254641
2.635766	-2.243015	2.959136	5.785262	0.804597	-0.048190	2.305622	6.051538
1.455150	-3.086511	0.498925	3.354777	4.179419	1.920876	1.832567	2.338657
-0.190668	-3.119840	-0.670508	2.698597	1.131568	-0.955850	-0.941011	3.385798
-1.158288	-0.087706	-1.055066	0.459723	-0.471158	-0.222867	-1.452213	3.763159
-5.697209	1.940291	-2.187449	-0.235848	-1.606557	-0.182176	-1.098437	3.948139
-6.248330	1.518750	-0.674759	-2.693515	0.028269	-0.875777	-1.409385	2.592739
-5.190151	1.407667	1.394802	1.060520	-0.049279	-0.468171	0.598842	0.697156
-3.600571	0.354242	2.285333	2.661155	2.693499	1.610243	1.289145	2.436591
-1.414089	-1.220927	2.911433	2.937790	3.337801	2.255164	0.420123	1.084042
1.138096	0.557658	4.526401	2.918124	2.577129	1.867691	-0.226325	0.724808
0.760884	1.718396	2.290235	3.161356	-0.552818	-1.949375	-0.667699	2.518489
0.009076	4.344285	1.622435	1.701685	2.152259	1.622665	0.951200	3.466384
1.547573	4.273423	2.541599	2.311611	3.154062	-0.766188	4.129273	3.203793
-0.007324	2.328008	3.569625	2.116131	1.944589	-0.202535	3.982118	3.746414
3.634786	2.272940	-0.656787	0.726946	1.516640	-0.484276	4.151735	3.305647
1.560604	1.742415	0.728861	2.109554	-3.058884	-2.269511	2.616725	3.223291
2.642729	-1.400966	-0.555131	-0.731645	-2.726983	-0.325241	1.530985	-0.071154
2.938064	-3.464907	-0.686065	-4.428252	-3.197458	1.519336	-0.159284	-1.201589
4.946609	-1.896408	-1.776643	-2.485568	-2.394909	0.927718	-0.466782	-3.394415
2.789565	-3.402772	-0.213464	-1.308894	-2.196835	-0.264694	-0.926510	-2.912833
4.746933	-1.337799	-0.887030	-2.703130	-0.685036	0.886699	-2.350269	-2.477342
1.128113	-2.454892	-0.977443	-0.002977	-0.803113	0.326898	-1.231958	-2.319444
1.216308	-0.520352	-1.729403	-1.265735	-2.184365	0.013003	-2.552478	-3.999839
-2.294283	-1.017181	-2.604611	-3.340406	-2.530793	-1.159986	-1.255530	-6.252128
-1.706259	-1.539280	-3.643369	-3.574389	-3.446596	-3.146570	-2.907714	-3.567811
-2.603017	-2.737452	-3.451276	-1.576386	-4.968174	-3.906048	-1.635430	-3.664589
-4.659659	-0.383696	-3.589035	-3.752797	-6.161028	-1.527920	-3.820479	-4.745062
-2.981482	-1.814816	-5.218347	-4.284322	-5.057056	-1.825186	-0.571162	-4.144231
-2.678785	-0.730313	-3.508011	-4.443163	-3.730559	0.604555	-0.964377	-2.018596
-3.087568	-2.033988	-1.878929	-2.728419	-1.882736	2.436602	-4.146227	0.088242
-3.716930	-2.448143	1.894398	-0.343491	0.790911	0.597055	-1.610511	2.402083
-1.648070	-1.032879	2.557569	2.191421	0.396185	-0.799885	0.112871	2.030126
-0.576786	0.940702	3.320284	2.849516	-0.773516	0.007281	-1.503982	3.859771
-0.693578	4.521298	5.038741	1.928194	1.029810	0.197955	1.180329	0.951017
-3.045144	3.017009	5.674140	2.149254	2.647262	-0.566464	-2.106995	0.017664
-3.556585	2.768732	4.330980	1.862797	2.993440	0.820325	-0.921956	-2.810389
-3.195798	0.822366	3.629061	2.005721	2.125345	-0.750578	-1.666553	-0.356441
-0.218483	-1.847690	1.769881	1.971027	-0.384123	-2.597874	0.688114	-1.940794
-1.357238	-3.394039	-0.491160	-1.243486	-4.047563	0.365840	-0.002056	-1.506648
1.424437	-1.794480	0.470437	-0.189217	-1.324276	-0.471639	-0.928864	-2.048303
-0.622057	-2.578117	-0.053829	-0.240568	-0.787861	-0.570408	-0.688710	0.597241
-0.864119	-1.815449	-0.543558	0.385262	2.142482	1.142732	-1.354593	1.607283
