X1	X2	X3	X4	X5	X6	X7	X8
-1.395427	-4.328500	-3.969746	-2.678709	-3.721915	-0.236235	-3.860908	-3.323700
-1.830895	-3.408900	-2.190285	-1.006363	-2.981826	-1.301826	-4.215149	-3.200393
-0.757408	-2.518441	-2.067812	1.116323	-3.150482	-1.760675	-1.182483	-3.208106
-0.585267	1.453874	1.148472	0.345450	1.721516	-1.216783	1.954589	0.981562
-1.350974	0.891045	2.231768	-0.367480	0.556670	0.082151	3.959165	2.028111
-3.104131	2.744170	2.272177	0.315033	3.003579	-0.696875	3.690745	-0.297257
-1.855238	0.190747	2.187398	0.345791	3.076844	0.419140	5.285029	0.839758
-1.966198	-1.043426	-0.948068	-1.940005	0.607964	0.060895	1.985816	-0.425643
-1.221012	-3.013349	-2.119221	0.139846	-1.400760	-2.065809	-0.009996	-2.224261
-2.488681	-1.987524	-1.067660	0.428644	-1.473927	-1.009674	0.316294	-2.290195
-2.954008	-2.060754	2.891314	-0.149109	1.606961	0.077800	1.665084	-1.203443
0.093007	-1.386139	1.956703	0.771888	-0.003094	-0.522986	2.080273	0.273794
-1.388639	-0.468082	2.303505	-0.168564	1.441808	0.683567	-1.845939	-0.435684
0.320253	1.808415	2.059722	2.211036	1.093066	-0.032642	-0.612653	0.153725
3.074480	1.986151	1.884054	1.358489	3.164581	0.467587	-0.630371	-0.424879
0.732442	3.332424	2.695000	3.980596	4.652752	3.589355	1.973608	0.928604
0.522037	0.977432	3.161961	2.854658	4.127479	1.642460	1.454581	1.972174
-0.770838	1.634173	0.556438	0.372976	4.395063	-0.353498	-0.327152	0.458531
-2.295983	-1.888455	1.522129	-0.370049	4.384503	-1.006318	-1.637092	0.795577
-1.851002	-0.939254	-0.269264	-0.792916	-0.501701	-1.852801	-3.712540	1.754611
-3.183896	-2.192427	-4.097341	-1.460124	0.233851	-2.298248	-3.541597	-1.431366
-2.086166	-4.013575	-3.944702	-2.482772	-3.366841	-1.492858	-1.519164	-1.649955
0.952885	-4.240900	-2.667948	-3.913360	-2.242878	2.285268	-1.032942	-1.568954
-1.683644	-3.568105	0.627622	1.220115	-2.566560	2.008530	0.974068	-1.065765
-1.130756	-1.564092	0.720708	1.570152	-0.483486	4.375028	2.600464	-0.272186
-0.699653	1.636937	3.117110	2.611753	0.831842	1.625261	2.846846	0.142782
-0.182536	2.196480	5.751929	-0.179582	1.642724	-0.476171	1.475412	-0.602960
0.028292	-0.463666	0.577063	1.311949	1.196160	-0.857067	-0.901138	-1.339812
0.066030	-1.517303	-1.241786	-0.643154	-1.064151	-3.309829	-2.716006	-0.637475
0.215575	-3.443334	-2.935219	-2.036290	-3.473708	-2.155357	-5.544693	-1.446548
-1.148974	-3.001860	-5.374636	-2.953658	-6.112913	-0.501450	-6.865701	-1.841731
1.229379	-2.702785	-1.981337	-0.867056	-4.785466	0.435990	-2.589730	-0.114524
0.869134	0.264989	-3.290221	-2.156985	-5.213968	-0.110035	-1.909481	-1.685728
-1.115012	-2.042040	-2.940789	-0.833944	-4.015919	-3.116627	2.281743	2.653659
-1.324662	-0.182774	-2.062642	-0.166130	-4.362319	-1.379886	3.181442	2.648334
-1.149817	-4.682517	-2.792778	-1.986245	-1.789970	-3.745111	3.360315	-0.006601
-0.793680	-1.446071	-2.380498	-1.076586	1.034929	-2.743204	4.941961	-0.036246
-0.916453	1.958261	-1.607202	0.019346	1.425576	-0.721264	4.147377	-0.678403
2.500762	0.864977	0.673309	-2.527147	1.009370	0.838709	2.540663	-1.224170
2.535763	2.982275	3.952037	0.005435	2.687312	4.925214	2.732217	0.386551
0.319348	0.929251	2.263779	0.406394	1.467600	4.882351	0.940438	0.870861
1.137513	0.917502	3.688138	0.637429	0.975833	4.514220	1.055525	-2.051741
2.063558	0.413127	1.513911	0.596642	1.485211	5.497020	0.218677	1.471645
2.958079	0.239222	0.437600	0.761734	-0.566767	5.484552	0.692191	2.733418
1.779274	2.115985	-0.551797	-0.444096	-1.631603	3.083915	-1.767433	2.266678
0.510441	0.679812	1.297222	0.306054	4.386004	3.029009	-5.497397	1.936626
-1.727022	0.995902	0.935054	1.406385	-0.096648	2.582134	-7.958002	1.902560
-1.098518	-1.370150	1.647002	0.329096	-1.473560	0.409789	-4.000350	1.139979
-1.891349	-3.313845	-0.664437	-0.918311	0.883168	-1.488625	-3.221641	-2.769115
-0.968218	-1.518086	0.118838	-2.073436	-0.352566	-1.837009	-1.849379	-4.318525
-2.261626	-2.284677	-2.294573	-0.918577	0.917537	-0.683363	0.635337	-4.092750
-0.530177	-4.471120	-4.809771	-1.910436	-1.780224	-2.022187	0.095305	-3.837792
-1.199373	-2.780418	-2.627955	-2.321010	-2.496049	-4.570081	-2.179277	-3.449250
-1.159615	-1.768474	-5.227627	-0.644099	-2.604040	-3.684847	0.900190	-3.139425
-1.838507	-2.541891	-3.085386	-1.285504	-1.679998	-2.373883	1.458304	-2.167717
0.849049	3.505129	0.955267	0.871278	0.301576	-1.517990	4.201764	-1.133329
0.431551	4.110681	0.648732	2.081746	-1.641919	-3.909468	4.574368	-0.554259
2.820496	3.908964	1.845408	-0.111100	-0.230684	-1.431118	3.543115	-0.335509
3.216682	3.615375	-0.342904	-1.254358	-2.157321	-1.199339	0.921004	-2.053680
3.858206	0.551010	1.312895	-1.306329	-1.696530	-0.585533	-3.482168	-0.938172
4.683466	2.953866	0.072504	-0.391511	-2.506113	-1.057498	-3.483000	-2.908187
3.163360	1.469441	-0.444976	0.642495	-3.019471	1.119265	-6.532296	-3.576824
1.676284	2.211432	-0.230347	-0.597910	-3.468406	3.430855	-8.388657	-0.541984
2.418637	5.072835	-0.217508	-0.077125	-3.435417	4.067772	-1.219783	1.754930
2.998816	3.254848	1.915439	-1.406050	-2.450708	3.049316	1.223423	4.666720
2.006119	4.318868	2.543196	0.806415	-3.088378	0.904288	1.831060	5.625083
3.004343	5.701292	1.393060	0.147871	-2.318030	0.043486	-1.162073	3.979119
0.617085	2.194416	0.687433	-0.486383	-1.117664	1.555610	1.826321	3.072926
0.943544	2.237639	0.667812	-1.389045	-2.152483	1.228161	4.168743	3.618605
2.184417	0.384256	0.898399	-0.236416	-1.289486	-1.164462	3.394089	2.867453
4.111600	0.345765	-1.638408	-1.602594	0.587523	1.289040	5.409559	2.540171
2.652893	-0.160836	-0.376509	-0.878181	1.558745	-2.891132	2.982150	2.664156
-0.042308	-0.812052	-0.916604	-1.309375	3.038378	-0.862678	1.588563	1.299108
0.630895	0.406616	-1.571594	-0.010976	3.015020	-3.523299	3.726294	1.026525
-0.080700	3.621964	-0.248080	-1.935384	3.580769	-2.488595	5.260543	1.873408
4.908103	5.145990	0.638538	-2.186200	3.182626	-1.821267	3.022909	-0.992147
3.952103	1.762489	-0.989940	-0.248522	5.683687	-2.278014	3.273389	-3.933939
2.957098	1.767661	-0.635015	0.625950	2.819852	0.209063	0.111582	-3.730170
1.231084	2.517301	-1.862187	-1.438085	3.543219	-0.490636	3.648586	-1.593641
-0.674141	-0.352493	0.075743	-0.328826	3.140188	0.653789	5.247101	-1.020553
-0.605278	2.358176	-1.479126	-2.460173	3.484355	-0.620363	4.790725	-0.320707
1.071368	0.969404	-1.244694	-0.290725	2.638421	-1.875091	1.762056	-2.494306
1.856097	0.886791	1.277739	1.328516	1.983783	-2.403396	2.260594	-0.832149
0.291506	0.362831	1.416871	1.178551	2.456140	1.446221	2.191835	-2.307839
-0.490708	-1.647476	2.208603	2.213781	1.602191	0.942961	0.594080	2.377124
-0.596846	2.961965	2.047534	5.686005	1.756434	0.102824	-3.940573	3.015538
